Player,PrimaryPosition,Games,acceleration_pg,acceleration_acc,launch_pg,launch_acc,smartpass_pg,smartpass_acc,throughball_pg,throughball_acc,shots_pg,goals_pg,assists_pg,keypasses_pg,counterattacks_pg,opportunities_pg,feints_pg,anticipated_rate,consistency,Rating
L. Hernández,rb,34,0.765,0.652,1.088,0.421,0.176,0.423,0.147,0.400,0.176,0.000,0.000,0.000,0.559,0.118,0.000,0.022,0.568,62.89
Pablo Maffeo,lb,33,0.576,0.667,0.818,0.383,0.424,0.471,0.364,0.469,0.727,0.000,0.000,0.242,1.091,0.545,0.030,0.010,0.609,66.74
Gabi,lcm,34,0.088,0.478,0.206,0.370,0.588,0.400,0.882,0.360,0.294,0.000,0.000,0.147,0.912,0.118,0.000,0.036,0.463,62.87
J. Oblak,gk,37,0.000,0.400,5.243,0.556,0.000,0.400,0.108,0.333,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.000,0.452,60.92
Portu,lam,37,1.622,0.800,0.027,0.381,0.811,0.460,0.568,0.390,1.162,0.297,0.108,0.541,2.595,1.054,0.027,0.004,0.650,73.01
S. Savić,lb,27,0.037,0.429,1.148,0.373,0.037,0.429,0.296,0.393,0.037,0.000,0.000,0.000,0.370,0.037,0.000,0.096,0.557,60.60
Iraizoz,gk,9,0.000,0.400,8.000,0.630,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.868,63.51
Á. Correa,lw,37,1.081,0.717,0.135,0.360,1.270,0.299,1.054,0.322,1.216,0.216,0.081,0.216,2.027,1.027,0.270,0.006,0.559,70.44
N. Gaitán,ram,6,0.333,0.455,0.167,0.381,0.500,0.391,0.667,0.375,1.000,0.000,0.000,0.333,2.000,0.500,0.000,0.000,0.435,65.09
L. Vietto,st,20,0.700,0.618,0.000,0.400,0.700,0.353,0.400,0.357,0.550,0.100,0.100,0.250,1.350,0.500,0.000,0.005,0.311,65.55
Carles Planas,rb,5,0.000,0.400,0.200,0.381,0.200,0.381,0.200,0.381,0.200,0.000,0.200,0.400,0.200,0.200,0.000,0.103,0.241,64.07
O. Kayode,rw,12,0.250,0.478,0.000,0.400,0.167,0.364,0.167,0.364,0.667,0.000,0.083,0.083,0.583,0.500,0.000,0.000,0.169,63.57
Léo Baptistão,lw,36,1.056,0.759,0.167,0.423,0.778,0.333,0.583,0.341,1.861,0.222,0.083,0.167,2.111,1.583,0.028,0.003,0.591,69.33
David López,lb,37,0.162,0.500,1.216,0.477,0.270,0.433,0.676,0.333,0.351,0.027,0.000,0.054,0.676,0.351,0.000,0.041,0.632,62.78
C. Lenglet,rb,35,0.114,0.500,0.457,0.361,0.057,0.364,0.257,0.345,0.314,0.086,0.057,0.086,0.457,0.286,0.029,0.045,0.639,61.95
P. Diop,cam,20,0.050,0.429,0.600,0.344,0.200,0.375,0.250,0.360,0.600,0.000,0.000,0.050,0.150,0.300,0.100,0.025,0.356,62.34
David Soria,gk,15,0.000,0.400,3.533,0.534,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.533,0.000,0.000,0.000,0.516,62.62
S. N'Zonzi,cm,32,0.312,0.600,0.156,0.440,0.500,0.389,0.250,0.357,0.562,0.031,0.062,0.062,0.844,0.438,0.000,0.012,0.466,63.93
S. Corchia,lb,12,0.250,0.478,0.750,0.379,0.167,0.409,0.000,0.400,0.333,0.000,0.083,0.250,0.167,0.333,0.000,0.034,0.546,63.77
S. Kjær,cb,24,0.000,0.400,0.625,0.400,0.000,0.400,0.458,0.387,0.333,0.083,0.000,0.042,0.208,0.292,0.000,0.034,0.478,62.21
P. Piatti,rw,30,0.767,0.674,0.167,0.400,0.400,0.406,0.367,0.355,0.867,0.033,0.133,0.667,1.533,0.633,0.000,0.012,0.520,67.53
Aarón,rb,32,0.750,0.727,0.688,0.429,0.219,0.370,0.094,0.435,0.156,0.000,0.000,0.500,0.562,0.094,0.000,0.037,0.689,63.88
Sergio Rico,gk,24,0.000,0.400,4.500,0.531,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.583,0.000,0.000,0.000,0.311,62.02
Javi Fuego,cdm,28,0.000,0.400,0.536,0.429,0.321,0.310,0.393,0.258,0.214,0.000,0.000,0.000,0.393,0.107,0.000,0.023,0.557,59.56
Gerard Moreno,lw,38,0.263,0.533,0.026,0.381,1.368,0.375,1.184,0.292,2.526,0.395,0.026,0.500,1.737,2.289,0.053,0.006,0.764,72.31
L. Muriel,rw,31,0.903,0.729,0.097,0.391,0.645,0.450,0.452,0.441,1.742,0.226,0.032,0.226,1.968,1.484,0.194,0.004,0.402,71.52
Jurado,cam,29,0.897,0.696,0.000,0.400,0.793,0.326,0.828,0.273,0.414,0.000,0.103,0.069,1.621,0.379,0.069,0.004,0.384,64.77
Javi López,lb,14,0.429,0.500,1.143,0.278,0.357,0.320,0.500,0.333,0.214,0.000,0.000,0.214,0.357,0.214,0.000,0.040,0.438,62.06
Ganso,cam,8,0.250,0.455,0.000,0.400,1.750,0.412,1.250,0.400,0.875,0.250,0.000,0.500,0.250,0.750,0.000,0.008,0.485,67.02
Jesús Navas,lam,26,1.462,0.724,0.462,0.406,1.231,0.404,0.808,0.341,0.808,0.038,0.000,0.615,1.000,0.615,0.000,0.013,0.472,67.46
Pau López,gk,29,0.000,0.400,6.207,0.615,0.000,0.400,0.034,0.381,0.000,0.000,0.000,0.000,0.138,0.000,0.000,0.000,0.511,61.88
Pablo Sarabia,cam,34,0.882,0.740,0.059,0.364,1.147,0.424,1.059,0.464,1.559,0.147,0.118,0.529,0.941,1.118,0.235,0.003,0.596,73.60
Naldo,cb,11,0.000,0.400,1.364,0.486,0.000,0.400,0.182,0.364,0.091,0.000,0.000,0.091,0.364,0.091,0.000,0.045,0.655,62.46
É. Banega,cm,34,0.882,0.720,0.088,0.478,2.206,0.358,2.059,0.322,0.971,0.000,0.118,0.647,1.706,0.676,0.059,0.008,0.671,71.57
Granero,cm,25,0.040,0.429,0.120,0.391,0.440,0.452,0.600,0.429,0.320,0.000,0.080,0.440,0.640,0.320,0.080,0.026,0.358,65.86
G. Pizarro,cdm,24,0.625,0.629,0.625,0.457,0.375,0.414,0.333,0.357,0.458,0.042,0.000,0.042,1.125,0.333,0.000,0.015,0.533,63.96
H. Pérez,lam,14,0.500,0.556,0.214,0.391,0.214,0.435,0.286,0.375,0.429,0.000,0.000,0.214,1.286,0.286,0.000,0.010,0.098,64.02
Charles,st,30,0.167,0.480,0.033,0.429,0.333,0.400,0.133,0.333,1.300,0.233,0.033,0.067,0.467,1.033,0.033,0.007,0.342,65.11
Dani García,rcm,32,0.125,0.500,0.844,0.489,0.156,0.360,0.406,0.303,0.625,0.000,0.031,0.062,0.375,0.156,0.031,0.018,0.724,61.97
José Ángel,rb,30,0.533,0.667,1.967,0.392,0.533,0.417,0.600,0.316,0.367,0.000,0.267,0.367,0.167,0.267,0.000,0.024,0.669,66.56
Luis Hernández,lb,36,0.111,0.500,1.500,0.500,0.111,0.375,0.139,0.400,0.083,0.000,0.056,0.083,0.306,0.083,0.000,0.091,0.736,61.06
Z. Kuzmanović,cm,8,0.125,0.429,0.125,0.429,0.500,0.375,0.750,0.346,0.375,0.000,0.125,0.375,0.000,0.125,0.000,0.015,0.349,64.47
R. Rosales,lb,35,0.200,0.556,0.657,0.488,0.714,0.311,0.657,0.279,0.400,0.029,0.000,0.657,0.657,0.257,0.029,0.025,0.730,63.50
Borja Bastón,st,20,0.100,0.455,0.050,0.429,0.300,0.385,0.250,0.400,0.950,0.050,0.000,0.050,0.450,0.950,0.050,0.000,0.407,64.16
Ramis,cb,16,0.062,0.429,0.875,0.412,0.062,0.381,0.188,0.348,0.625,0.188,0.000,0.000,0.000,0.562,0.000,0.060,0.636,62.53
Juanpi,cam,16,0.312,0.520,0.062,0.381,0.438,0.407,0.312,0.320,0.875,0.000,0.125,0.125,0.688,0.688,0.000,0.011,0.281,64.45
T. Inui,ram,38,0.947,0.750,0.132,0.400,0.605,0.349,0.500,0.308,1.789,0.184,0.105,0.184,0.816,1.289,0.079,0.010,0.553,68.06
Ander Capa,lb,33,1.000,0.736,1.061,0.509,0.697,0.326,0.545,0.316,0.182,0.000,0.030,0.212,0.182,0.091,0.030,0.042,0.447,62.84
Adrián,rcm,29,0.069,0.455,0.207,0.423,0.448,0.364,0.483,0.294,0.966,0.069,0.000,0.172,0.793,0.759,0.034,0.017,0.513,63.28
Paulo Oliveira,lb,26,0.038,0.429,1.577,0.508,0.077,0.364,0.231,0.346,0.385,0.000,0.000,0.038,0.154,0.346,0.038,0.070,0.675,60.92
Joan Jordán,cam,35,0.457,0.611,0.400,0.441,0.343,0.406,0.343,0.438,0.943,0.143,0.086,0.314,0.571,0.886,0.000,0.018,0.453,67.02
Recio,cm,22,0.682,0.629,0.273,0.462,0.591,0.455,0.727,0.333,0.909,0.000,0.091,0.455,1.136,0.636,0.091,0.002,0.636,67.72
Kike García,st,35,0.229,0.536,0.200,0.333,0.343,0.344,0.086,0.348,1.857,0.229,0.000,0.057,0.486,1.600,0.057,0.001,0.517,65.36
Roberto,gk,34,0.000,0.400,6.529,0.649,0.000,0.400,0.029,0.381,0.029,0.000,0.000,0.029,0.206,0.029,0.000,0.000,0.520,61.97
Rubén Peña,lcm,28,0.500,0.588,0.500,0.412,0.429,0.375,0.250,0.370,0.429,0.036,0.036,0.214,0.393,0.321,0.000,0.012,0.425,63.60
Juankar,rb,10,0.600,0.538,0.900,0.310,0.800,0.393,0.200,0.409,0.200,0.000,0.000,0.300,0.800,0.000,0.000,0.042,0.510,64.03
Diego González,rb,18,0.000,0.400,0.833,0.429,0.056,0.381,0.222,0.417,0.722,0.056,0.000,0.056,0.222,0.389,0.000,0.036,0.609,62.76
M. Dmitrović,gk,36,0.000,0.400,12.361,0.669,0.000,0.400,0.111,0.375,0.000,0.000,0.000,0.028,0.167,0.000,0.000,0.023,0.724,62.17
Iván Alejo,lam,22,0.818,0.605,0.000,0.400,0.455,0.300,0.273,0.346,0.636,0.045,0.136,0.182,0.409,0.409,0.000,0.005,0.420,64.06
Javi Ontiveros,lam,12,0.417,0.520,0.000,0.400,0.417,0.400,0.667,0.357,0.500,0.000,0.000,0.417,0.083,0.250,0.000,0.000,0.417,64.27
Jony,ram,5,0.600,0.435,0.400,0.409,1.600,0.357,1.600,0.393,0.600,0.000,0.000,0.200,0.000,0.600,0.200,0.000,0.311,65.82
Sergi Enrich,st,19,0.105,0.455,0.053,0.381,0.316,0.385,0.211,0.333,1.263,0.158,0.053,0.316,0.263,0.947,0.158,0.006,0.521,65.83
Y. En-Nesyri,rw,26,0.538,0.588,0.115,0.435,0.308,0.321,0.269,0.296,1.577,0.192,0.000,0.115,0.923,1.462,0.077,0.005,0.480,65.07
Christian Rivera,cam,7,0.143,0.429,0.000,0.400,0.143,0.381,0.286,0.364,0.286,0.000,0.000,0.000,0.143,0.000,0.000,0.017,0.267,63.03
L. Messi,st,40,1.900,0.865,0.050,0.364,3.900,0.409,4.375,0.318,3.850,0.675,0.350,1.025,3.200,4.200,0.075,0.002,0.667,92.44
Nélson Semedo,lb,23,1.652,0.776,0.391,0.379,0.304,0.370,0.261,0.423,0.130,0.000,0.000,0.087,0.826,0.087,0.000,0.032,0.530,63.72
J. Mascherano,cb,11,0.273,0.478,0.727,0.357,0.545,0.385,2.091,0.372,0.091,0.000,0.000,0.273,0.818,0.091,0.000,0.054,0.530,64.41
Sergi Roberto,lb,30,1.433,0.778,0.100,0.435,0.667,0.475,0.533,0.417,0.233,0.033,0.233,0.233,0.467,0.200,0.000,0.044,0.564,68.24
J. Narváez,cam,7,0.143,0.429,0.000,0.400,0.714,0.400,0.429,0.391,0.429,0.000,0.000,0.143,1.286,0.000,0.000,0.023,0.260,64.15
Barragán,lb,29,0.241,0.519,0.414,0.375,0.690,0.350,0.448,0.333,0.207,0.000,0.207,0.345,0.345,0.172,0.034,0.034,0.622,64.57
Paco Alcácer,lw,17,0.000,0.400,0.059,0.429,0.647,0.452,0.588,0.433,0.941,0.235,0.176,0.176,0.647,0.941,0.000,0.009,0.097,67.69
Adán,gk,30,0.000,0.400,6.667,0.559,0.000,0.400,0.167,0.400,0.000,0.000,0.067,0.067,0.100,0.000,0.000,0.000,0.450,62.87
Z. Feddal,rb,15,0.067,0.429,0.933,0.382,0.267,0.375,0.733,0.355,0.400,0.200,0.000,0.000,0.600,0.333,0.000,0.085,0.684,62.94
A. Mandi,lb,34,0.147,0.520,0.588,0.500,0.353,0.375,0.382,0.303,0.324,0.029,0.000,0.029,0.294,0.265,0.029,0.081,0.717,60.83
Matías Nahuel,lam,7,0.571,0.500,0.143,0.429,0.286,0.364,0.000,0.400,0.286,0.000,0.000,0.143,0.000,0.286,0.143,0.000,0.220,64.09
Sergio León,st,31,0.484,0.629,0.032,0.381,0.742,0.372,0.742,0.302,1.806,0.355,0.032,0.097,1.194,1.484,0.032,0.007,0.475,68.03
Víctor Camarasa,cam,24,0.875,0.634,0.125,0.435,0.667,0.444,0.417,0.400,0.792,0.042,0.000,0.208,1.125,0.542,0.000,0.014,0.525,65.99
A. Guardado,cm,33,0.606,0.675,0.212,0.407,1.030,0.463,1.182,0.424,1.000,0.000,0.182,0.545,1.424,0.697,0.061,0.028,0.609,70.98
M. ter Stegen,gk,37,0.027,0.429,2.297,0.371,0.000,0.400,0.081,0.348,0.000,0.000,0.000,0.000,0.405,0.000,0.000,0.000,0.353,60.56
Joaquín,cam,35,0.771,0.723,0.171,0.423,1.400,0.522,1.000,0.382,0.629,0.114,0.171,0.571,0.943,0.743,0.029,0.004,0.592,72.22
Javi García,cdm,32,0.156,0.520,0.438,0.441,0.125,0.375,0.219,0.333,0.312,0.031,0.000,0.031,0.500,0.156,0.000,0.035,0.527,61.09
Francis Guerrero,lw,14,0.643,0.586,0.214,0.435,0.643,0.414,0.571,0.357,0.286,0.071,0.000,0.429,0.857,0.143,0.071,0.007,0.592,65.54
Aleix Vidal,lam,15,0.067,0.429,0.133,0.364,1.000,0.429,0.733,0.419,0.533,0.067,0.067,0.200,0.467,0.600,0.000,0.000,0.115,65.72
Fabián,lcm,34,0.824,0.729,0.147,0.400,1.206,0.426,0.941,0.346,1.118,0.088,0.176,0.118,1.088,0.765,0.088,0.005,0.586,69.84
Denis Suárez,ram,18,0.889,0.667,0.000,0.400,0.611,0.387,0.556,0.433,0.611,0.111,0.111,0.333,1.222,0.500,0.167,0.000,0.397,68.12
L. Digne,rb,12,0.417,0.480,0.250,0.391,0.333,0.417,0.167,0.364,0.167,0.000,0.167,0.167,0.750,0.167,0.000,0.059,0.405,64.00
K. Benzema,st,32,0.625,0.675,0.000,0.400,1.250,0.333,0.844,0.298,1.688,0.094,0.281,0.375,2.219,1.562,0.188,0.008,0.552,71.77
Daniel Carvajal,lb,28,0.750,0.683,0.107,0.391,0.750,0.366,0.786,0.310,0.571,0.000,0.107,0.679,0.714,0.429,0.000,0.024,0.722,66.11
Marcelo,rb,32,0.531,0.649,0.469,0.429,1.781,0.545,1.344,0.349,1.125,0.062,0.188,1.031,0.781,0.844,0.031,0.017,0.625,73.83
Nacho,cb,29,0.172,0.520,0.241,0.407,0.172,0.400,0.241,0.370,0.379,0.138,0.000,0.103,0.276,0.310,0.034,0.036,0.511,62.98
Isco,ram,34,1.382,0.746,0.059,0.409,2.147,0.387,2.294,0.337,1.559,0.206,0.176,0.882,1.706,1.029,0.000,0.011,0.466,75.16
Guilherme,cm,31,0.032,0.429,0.419,0.394,0.484,0.429,0.581,0.289,1.194,0.000,0.000,0.161,0.871,0.548,0.000,0.028,0.689,63.40
Juanfran,lb,35,1.000,0.782,0.686,0.364,0.971,0.407,0.714,0.311,0.629,0.000,0.029,0.514,0.514,0.343,0.000,0.016,0.692,66.07
Luisinho,rb,30,1.000,0.740,1.333,0.383,0.133,0.417,0.333,0.300,0.467,0.033,0.033,0.300,0.633,0.267,0.000,0.042,0.708,63.75
Rubén,gk,28,0.000,0.400,4.571,0.588,0.000,0.400,0.036,0.381,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.322,61.60
Casemiro,cm,34,0.382,0.636,0.382,0.333,0.618,0.341,0.882,0.320,0.971,0.147,0.059,0.235,1.588,0.765,0.000,0.028,0.741,65.70
Pedro Mosquera,rcm,23,0.174,0.500,0.348,0.536,0.391,0.345,0.870,0.325,0.435,0.000,0.087,0.130,1.174,0.304,0.000,0.022,0.451,63.66
Sidnei,rb,21,0.238,0.520,0.762,0.417,0.238,0.360,0.810,0.270,0.190,0.048,0.048,0.048,0.333,0.143,0.000,0.035,0.641,62.06
Fede Cartabia,lam,20,1.350,0.723,0.450,0.414,0.900,0.395,0.550,0.355,1.500,0.100,0.050,0.150,1.200,1.000,0.050,0.002,0.511,67.61
C. Borges,cm,35,0.057,0.455,0.543,0.462,0.571,0.400,0.800,0.333,0.857,0.086,0.086,0.086,0.743,0.800,0.000,0.017,0.632,65.20
K. Navas,gk,30,0.000,0.400,1.933,0.500,0.000,0.400,0.067,0.364,0.000,0.000,0.000,0.000,0.367,0.000,0.000,0.000,0.021,60.89
Z. Bakkali,rw,23,1.043,0.705,0.087,0.409,0.174,0.417,0.217,0.360,1.000,0.000,0.000,0.087,1.304,0.696,0.043,0.000,0.192,64.82
Bruno Gama,ram,5,0.000,0.400,0.000,0.400,0.400,0.409,0.000,0.400,0.200,0.000,0.000,0.200,0.400,0.000,0.000,0.000,0.055,63.93
Adrián López,rw,30,0.667,0.700,0.333,0.333,1.367,0.426,0.867,0.304,1.800,0.300,0.167,0.267,1.367,1.400,0.000,0.003,0.608,71.18
Marco Asensio,cam,35,1.771,0.817,0.000,0.400,1.143,0.450,0.657,0.395,1.514,0.143,0.171,0.514,1.257,1.171,0.086,0.003,0.381,73.03
Marcos Llorente,lcm,13,0.308,0.500,0.385,0.480,0.308,0.417,0.231,0.391,0.462,0.000,0.000,0.077,0.385,0.231,0.000,0.000,0.065,63.57
Borja Valle,rw,17,0.235,0.500,0.059,0.381,0.118,0.364,0.059,0.381,0.824,0.176,0.118,0.235,0.824,0.765,0.000,0.007,0.251,65.02
E. Garay,lb,24,0.000,0.400,1.292,0.490,0.042,0.381,0.500,0.312,0.250,0.000,0.000,0.125,0.542,0.167,0.000,0.034,0.638,61.46
Nacho Vidal,lb,7,0.286,0.455,0.143,0.381,0.286,0.364,0.143,0.381,0.429,0.143,0.000,0.000,1.143,0.286,0.000,0.010,0.459,64.00
Rúben Vezo,cb,19,0.474,0.517,0.684,0.394,0.211,0.375,0.316,0.308,0.158,0.000,0.000,0.053,0.421,0.105,0.000,0.031,0.636,61.67
José Gayá,rb,34,0.471,0.667,0.765,0.413,0.853,0.429,0.853,0.286,0.382,0.000,0.059,0.412,0.971,0.147,0.000,0.018,0.660,65.46
L. Chichizola,gk,27,0.000,0.400,6.296,0.526,0.000,0.400,0.074,0.409,0.000,0.000,0.000,0.000,0.815,0.000,0.000,0.000,0.630,62.51
Bigas,rb,11,0.364,0.458,1.000,0.452,0.182,0.455,0.273,0.435,0.273,0.000,0.000,0.000,0.818,0.273,0.091,0.055,0.731,64.21
Rodrigo,st,40,1.025,0.803,0.050,0.409,1.400,0.355,1.025,0.295,2.150,0.375,0.050,0.325,2.000,1.650,0.150,0.005,0.599,72.89
Dani Castellano,rb,24,0.625,0.600,0.583,0.412,0.375,0.379,0.333,0.357,0.167,0.000,0.042,0.083,0.417,0.042,0.000,0.018,0.677,62.99
J. Calleri,st,37,0.189,0.481,0.054,0.409,1.108,0.410,0.595,0.333,2.081,0.108,0.081,0.216,1.865,1.541,0.081,0.001,0.728,69.43
Jonathan Viera,cam,23,1.348,0.706,0.000,0.400,4.435,0.385,3.696,0.324,1.043,0.130,0.043,0.913,3.478,1.130,0.087,0.002,0.730,77.30
Medrán,cm,18,0.056,0.429,0.111,0.409,0.500,0.345,0.944,0.324,0.833,0.111,0.000,0.222,0.389,0.389,0.000,0.018,0.340,63.57
David Simón,lb,11,0.455,0.440,0.364,0.417,0.364,0.458,0.273,0.391,0.182,0.000,0.000,0.818,0.636,0.091,0.000,0.019,0.515,65.06
Carlos Soler,lam,33,0.970,0.750,0.121,0.375,0.879,0.469,0.818,0.362,1.303,0.030,0.121,0.242,1.788,0.758,0.000,0.006,0.647,69.35
Dani Parejo,cm,34,0.176,0.538,0.235,0.429,1.176,0.433,1.235,0.355,0.471,0.000,0.206,0.824,2.088,0.912,0.059,0.013,0.718,70.97
Tana,cam,24,0.208,0.480,0.000,0.400,1.000,0.432,0.708,0.378,0.542,0.042,0.042,0.333,1.125,0.375,0.042,0.003,0.492,66.36
A. Halilović,lam,20,1.900,0.741,0.050,0.429,0.550,0.355,0.450,0.379,1.700,0.100,0.050,0.200,1.850,1.400,0.050,0.004,0.410,67.92
Ximo Navarro,cb,31,0.581,0.684,0.903,0.396,0.290,0.448,0.194,0.423,0.097,0.000,0.032,0.032,0.452,0.032,0.000,0.025,0.610,63.79
Vitolo,ram,23,1.043,0.682,0.000,0.400,0.957,0.429,0.435,0.433,0.652,0.087,0.087,0.130,1.174,0.565,0.087,0.007,0.438,67.94
Neto,gk,33,0.000,0.400,3.788,0.621,0.000,0.400,0.061,0.409,0.030,0.000,0.000,0.000,0.667,0.030,0.000,0.000,0.544,62.23
Nacho Gil,rw,20,0.300,0.538,0.100,0.455,0.750,0.429,0.450,0.414,0.450,0.000,0.050,0.400,0.850,0.300,0.100,0.007,0.463,66.34
Santi Mina,rw,32,0.375,0.625,0.000,0.400,0.438,0.353,0.406,0.273,1.281,0.344,0.031,0.094,1.469,1.094,0.031,0.006,0.391,66.01
Javi Castellano,cdm,23,0.043,0.429,0.087,0.409,0.130,0.391,0.130,0.348,0.174,0.000,0.000,0.000,0.565,0.087,0.000,0.037,0.415,60.98
Míchel,lb,28,0.357,0.600,0.464,0.455,0.286,0.393,0.250,0.296,0.214,0.000,0.036,0.429,0.357,0.179,0.000,0.032,0.508,62.71
N. Maksimović,lcm,15,0.400,0.538,0.133,0.409,0.067,0.381,0.067,0.381,0.400,0.000,0.000,0.067,1.200,0.400,0.000,0.034,0.014,62.55
Rubén Sobrino,lw,28,0.821,0.698,0.000,0.400,0.393,0.323,0.214,0.346,0.821,0.107,0.071,0.071,1.750,0.750,0.071,0.004,0.388,65.29
Alexis,cb,28,0.036,0.429,0.536,0.400,0.143,0.458,0.321,0.345,0.464,0.036,0.000,0.036,0.286,0.321,0.000,0.055,0.460,61.97
Rubén Pérez,cdm,31,0.129,0.500,1.032,0.404,0.387,0.469,1.000,0.353,0.516,0.000,0.000,0.194,0.839,0.129,0.000,0.018,0.630,64.51
C. Santos,st,10,0.100,0.429,0.000,0.400,0.100,0.429,0.100,0.429,0.800,0.200,0.000,0.100,0.300,0.700,0.000,0.011,0.172,64.58
Ibai Gómez,lam,34,0.412,0.647,0.353,0.406,1.029,0.436,1.441,0.362,1.206,0.176,0.147,0.529,1.412,1.000,0.088,0.009,0.476,71.65
Alfonso Pedraza,ram,33,1.242,0.721,0.333,0.323,0.576,0.410,0.424,0.324,1.212,0.091,0.091,0.364,1.364,0.909,0.000,0.007,0.609,67.53
Rodrigo Ely,cb,31,0.065,0.409,1.000,0.490,0.097,0.348,0.645,0.325,0.355,0.032,0.000,0.032,0.258,0.290,0.000,0.060,0.670,60.68
Carlos Vigaray,lb,12,0.583,0.556,0.917,0.387,0.250,0.391,0.333,0.375,0.250,0.000,0.000,0.083,0.750,0.167,0.083,0.006,0.565,63.97
Diego Rico,rb,26,0.423,0.581,0.462,0.344,0.538,0.324,0.538,0.353,0.808,0.077,0.077,0.577,0.808,0.654,0.000,0.046,0.707,64.97
M. Mantovani,cb,14,0.000,0.400,0.929,0.455,0.000,0.400,0.143,0.364,0.357,0.071,0.000,0.000,0.071,0.286,0.000,0.045,0.476,62.20
E. Muñoz,cb,19,0.053,0.429,0.632,0.344,0.000,0.400,0.105,0.364,0.158,0.000,0.053,0.053,0.421,0.158,0.053,0.078,0.380,61.52
Zaldúa,lb,30,1.167,0.745,1.000,0.480,0.400,0.500,0.233,0.370,0.333,0.033,0.000,0.400,0.700,0.233,0.067,0.028,0.718,66.53
Omar Ramos,cam,23,0.478,0.613,0.174,0.417,0.609,0.441,0.478,0.452,0.435,0.000,0.043,0.565,0.870,0.304,0.043,0.003,0.600,67.08
Gabriel,rcm,29,0.172,0.520,0.207,0.385,0.966,0.375,1.207,0.327,1.207,0.138,0.034,0.207,0.862,1.034,0.034,0.012,0.674,66.72
Guerrero,st,22,0.227,0.480,0.045,0.429,0.318,0.370,0.273,0.385,1.136,0.182,0.091,0.091,0.773,1.136,0.091,0.000,0.434,66.27
Fernando Pacheco,gk,38,0.000,0.400,6.421,0.652,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.158,0.000,0.000,0.000,0.568,61.93
Eraso,cam,34,0.324,0.613,0.147,0.440,0.706,0.318,0.676,0.302,0.853,0.118,0.059,0.294,0.941,0.735,0.000,0.008,0.508,64.90
M. Wakaso,rcm,21,0.429,0.552,0.286,0.346,0.381,0.321,0.190,0.333,0.429,0.000,0.048,0.000,0.619,0.143,0.000,0.031,0.369,61.62
Burgui,ram,23,0.652,0.629,0.043,0.381,0.739,0.351,0.565,0.364,0.609,0.043,0.000,0.217,0.696,0.348,0.000,0.005,0.337,64.17
Manu García,cm,30,0.100,0.435,0.733,0.381,0.433,0.364,0.567,0.243,0.733,0.100,0.000,0.133,0.667,0.433,0.067,0.017,0.635,62.69
A. Szymanowski,ram,13,0.462,0.538,0.077,0.429,0.538,0.444,0.231,0.391,1.308,0.077,0.154,0.462,2.231,0.846,0.154,0.010,0.633,68.46
Cuéllar,gk,35,0.000,0.400,10.429,0.634,0.000,0.400,0.057,0.364,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.604,61.99
Tomás Pina,cm,30,0.067,0.455,0.300,0.310,0.267,0.393,0.400,0.375,0.367,0.033,0.000,0.100,0.833,0.233,0.033,0.016,0.662,62.80
Óscar Romero,lcm,5,0.000,0.400,0.000,0.400,0.400,0.364,0.600,0.348,0.800,0.000,0.000,0.600,0.800,0.600,0.000,0.000,0.387,64.64
Erik Morán,cm,6,0.000,0.400,0.333,0.364,0.500,0.391,1.167,0.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.058,63.48
N. El Zhar,lam,30,0.900,0.723,0.000,0.400,0.400,0.406,0.400,0.375,1.467,0.067,0.067,0.200,1.467,0.900,0.033,0.000,0.438,67.30
Bustinza,lb,20,0.100,0.455,0.650,0.455,0.150,0.391,0.350,0.296,0.650,0.100,0.000,0.050,0.600,0.650,0.000,0.056,0.516,62.27
C. Bakambu,st,15,0.867,0.636,0.067,0.381,0.667,0.433,0.667,0.367,1.933,0.533,0.000,0.067,1.600,1.867,0.067,0.006,0.758,69.63
Rúben Semedo,cb,4,0.250,0.429,0.250,0.381,0.000,0.400,0.000,0.400,0.250,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.265,64.41
Samu Castillejo,lam,30,1.500,0.815,0.167,0.360,1.533,0.348,1.367,0.262,1.767,0.200,0.167,0.600,1.967,1.233,0.167,0.011,0.543,72.73
M. Barbosa,gk,13,0.000,0.400,3.077,0.533,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.385,0.000,0.000,0.000,0.423,62.66
Paulinho,cam,39,0.436,0.649,0.051,0.455,0.590,0.372,0.538,0.390,1.256,0.256,0.051,0.205,0.923,1.231,0.128,0.016,0.385,68.50
Sergio García,st,33,0.303,0.567,0.091,0.435,1.121,0.386,0.818,0.340,1.061,0.061,0.182,0.182,1.515,0.879,0.091,0.007,0.244,68.40
