Player,PrimaryPosition,Games,CrossAccuracy,CrossesPerGame,KeyPassesPerGame,Consistency,TurnoverRate,Rating
Y. Mvogo,gk,1,0.500,10.000,0.000,1.000,0.500,64.813
R. Zentner,gk,15,0.620,10.933,0.000,0.829,0.380,69.151
M. Esser,gk,3,0.732,12.000,0.000,0.783,0.268,65.394
R. Weidenfeller,gk,1,0.485,13.000,0.000,1.000,0.515,65.027
T. Starke,gk,2,0.500,7.000,0.000,0.628,0.500,64.099
J. Pollersbeck,gk,10,0.629,14.700,0.000,0.773,0.371,69.789
T. Kraft,gk,3,0.603,19.333,0.000,0.717,0.397,66.570
R. Gikiewicz,gk,2,0.638,13.500,0.000,0.948,0.362,65.376
F. Müller,gk,5,0.581,8.400,0.000,0.835,0.419,65.450
R. Özcan,gk,1,0.407,7.000,0.000,1.000,0.593,64.500
A. Luthe,gk,2,0.556,8.000,0.000,0.743,0.444,64.374
A. Nübel,gk,1,0.440,5.000,0.000,1.000,0.560,64.378
Alisson,gk,42,0.669,6.214,0.000,0.749,0.331,69.629
A. Mirante,gk,33,0.719,9.970,0.000,0.754,0.281,73.598
A. Cordaz,gk,38,0.606,10.763,0.000,0.689,0.394,73.320
Nicolas,gk,36,0.581,12.056,0.000,0.724,0.419,74.260
Pepe Reina,gk,37,0.542,4.946,0.000,0.317,0.458,65.643
S. Handanovič,gk,31,0.626,4.097,0.000,0.488,0.374,66.087
M. Sportiello,gk,35,0.652,6.000,0.000,0.695,0.348,68.814
A. Cragno,gk,29,0.662,6.448,0.000,0.663,0.338,68.863
T. Strakosha,gk,37,0.662,9.459,0.000,0.781,0.338,72.781
A. Gomis,gk,26,0.639,8.808,0.000,0.717,0.361,70.213
C. Puggioni,gk,22,0.628,7.409,0.000,0.752,0.372,68.061
V. Belec,gk,15,0.565,6.933,0.000,0.552,0.435,65.581
A. Consigli,gk,37,0.648,7.514,0.000,0.715,0.352,70.446
M. Perin,gk,37,0.674,10.081,0.027,0.715,0.326,73.523
S. Scuffet,gk,6,0.628,9.667,0.000,0.570,0.372,66.063
S. Sorrentino,gk,38,0.684,7.474,0.000,0.743,0.316,70.972
G. Donnarumma,gk,36,0.718,6.722,0.000,0.726,0.282,70.465
E. Viviano,gk,27,0.635,9.296,0.000,0.672,0.365,70.774
P. Gollini,gk,7,0.591,3.429,0.000,0.704,0.409,63.605
A. Bizzarri,gk,32,0.641,10.000,0.000,0.755,0.359,72.608
Angelo da Costa,gk,4,0.650,10.000,0.000,0.788,0.350,64.711
Rafael,gk,10,0.636,6.800,0.000,0.706,0.364,65.560
A. Brignoli,gk,13,0.578,12.846,0.000,0.735,0.422,69.373
L. Crosta,gk,1,0.364,2.000,0.000,1.000,0.636,64.080
L. Sepe,gk,1,0.429,1.000,0.000,1.000,0.571,64.063
A. Meret,gk,13,0.690,8.385,0.000,0.596,0.310,67.240
M. Silvestri,gk,2,0.500,5.000,0.000,0.798,0.500,63.858
A. Santurro,gk,1,0.579,18.000,0.000,1.000,0.421,65.493
G. Pegolo,gk,2,0.545,6.500,0.000,0.777,0.455,64.149
B. Drągowski,gk,3,0.514,5.000,0.000,0.637,0.486,63.330
E. Lamanna,gk,1,0.481,7.000,0.000,1.000,0.519,64.568
C. Pinsoglio,gk,1,0.381,1.000,0.000,1.000,0.619,64.019
Ł. Skorupski,gk,1,0.481,7.000,0.000,1.000,0.519,64.568
V. Milinković-Savić,gk,1,0.433,10.000,0.000,1.000,0.567,64.752
Raúl Fernández,gk,11,0.691,9.364,0.000,0.804,0.309,67.627
Andrés Fernández,gk,3,0.486,5.000,0.000,0.467,0.514,63.187
G. Rulli,gk,25,0.647,10.520,0.000,0.707,0.353,71.564
Sergio Álvarez,gk,17,0.659,9.353,0.059,0.783,0.341,68.946
Guaita,gk,33,0.662,11.061,0.030,0.753,0.338,74.092
Arrizabalaga,gk,30,0.738,13.333,0.000,0.812,0.262,76.837
J. Oblak,gk,37,0.576,6.730,0.000,0.575,0.424,68.453
Iraizoz,gk,9,0.635,8.444,0.000,0.761,0.365,66.303
David Soria,gk,15,0.582,5.200,0.000,0.478,0.418,64.434
Pau López,gk,29,0.626,7.241,0.000,0.653,0.374,69.189
Sergio Rico,gk,24,0.602,6.083,0.000,0.531,0.398,66.665
Roberto,gk,34,0.669,9.000,0.000,0.712,0.331,72.026
M. Dmitrović,gk,36,0.676,14.278,0.000,0.805,0.324,77.874
M. ter Stegen,gk,36,0.570,6.806,0.000,0.564,0.430,68.397
Adán,gk,30,0.640,10.900,0.067,0.675,0.360,73.303
Rubén,gk,28,0.638,5.893,0.000,0.525,0.362,67.609
K. Navas,gk,27,0.576,4.407,0.000,0.626,0.424,65.553
L. Chichizola,gk,27,0.586,10.259,0.000,0.676,0.414,71.127
Neto,gk,33,0.644,4.848,0.000,0.562,0.356,67.230
Fernando Pacheco,gk,38,0.674,8.447,0.000,0.733,0.326,71.848
Cuéllar,gk,35,0.642,13.314,0.000,0.796,0.358,76.330
M. Barbosa,gk,13,0.563,3.923,0.000,0.564,0.437,63.437
P. Tytoń,gk,2,0.519,3.500,0.000,0.871,0.481,63.693
Kiko Casilla,gk,10,0.532,4.200,0.000,0.496,0.468,63.287
Iago Herrerín,gk,8,0.658,15.750,0.000,0.852,0.342,69.662
C. Pantilimon,gk,6,0.541,6.833,0.000,0.798,0.459,64.800
Rubén Blanco,gk,22,0.551,12.045,0.000,0.710,0.449,71.091
Jaume,gk,5,0.500,4.800,0.000,0.696,0.500,63.902
F. Uzoho,gk,5,0.571,7.200,0.000,0.875,0.429,65.057
Andrés,gk,4,0.526,9.250,0.000,0.539,0.474,63.983
Y. Bounou,gk,30,0.662,9.500,0.000,0.722,0.338,72.119
Raúl Lizoáin,gk,11,0.595,5.364,0.000,0.622,0.405,64.500
Oier,gk,25,0.612,9.200,0.000,0.808,0.388,70.204
Sergio Asenjo,gk,23,0.617,6.739,0.000,0.603,0.383,67.326
E. Martínez,gk,5,0.667,11.600,0.000,0.831,0.333,66.799
Diego López,gk,10,0.556,6.100,0.000,0.639,0.444,64.600
Toño,gk,4,0.509,8.750,0.000,0.300,0.491,63.668
Moyà,gk,9,0.767,12.111,0.000,0.863,0.233,69.007
M. Koval,gk,2,0.464,4.000,0.000,0.926,0.536,63.687
Dani Giménez,gk,4,0.529,7.750,0.000,0.690,0.471,63.675
J. Cillessen,gk,1,0.320,5.000,0.000,1.000,0.680,64.268
Pedro López,gk,5,0.561,7.400,0.000,0.751,0.439,65.003
Yoel,gk,1,0.500,20.000,0.000,1.000,0.500,65.573
Antonio Sivera,gk,1,0.462,6.000,0.000,1.000,0.538,64.473
A. Werner,gk,1,0.500,8.000,0.000,1.000,0.500,64.661
N. Champagne,gk,2,0.525,10.000,0.000,0.736,0.475,64.609
Asier Riesgo,gk,1,0.469,12.000,0.000,1.000,0.531,64.936
Koke,gk,1,0.393,8.000,0.000,1.000,0.607,64.563
Serantes,gk,1,0.400,15.000,0.000,1.000,0.600,65.102
L. Zidane,gk,1,0.478,3.000,0.000,1.000,0.522,64.260
Abdullah Al Mayouf,gk,1,0.622,17.000,0.000,1.000,0.378,65.456
F. Muslera,gk,5,0.568,4.800,0.000,0.728,0.432,64.184
Mohamed El Shenawy,gk,2,0.533,5.000,0.000,0.529,0.467,63.838
Mohammed Al Owais,gk,1,0.448,9.000,0.000,1.000,0.552,64.689
Yasser Al Mosailem,gk,1,0.480,5.000,0.000,1.000,0.520,64.414
Essam El Hadary,gk,1,0.364,2.000,0.000,1.000,0.636,64.080
A. Beiranvand,gk,3,0.452,3.667,0.000,0.734,0.548,62.935
Munir,gk,3,0.561,7.000,0.000,0.695,0.439,63.887
P. Gallese,gk,3,0.538,6.333,0.000,0.813,0.462,63.741
F. Armani,gk,2,0.459,8.500,0.000,0.736,0.541,64.277
L. Kalinić,gk,1,0.400,5.000,0.000,1.000,0.600,64.341
V. Stojković,gk,3,0.622,8.333,0.000,0.872,0.378,64.392
G. Ochoa,gk,4,0.553,6.750,0.000,0.683,0.447,63.480
Hyun-Woo Cho,gk,3,0.488,7.667,0.000,0.856,0.512,63.912
R. Olsen,gk,5,0.579,7.400,0.000,0.598,0.421,64.972
J. Penedo,gk,3,0.576,4.333,0.000,0.505,0.424,63.290
M. Hassen,gk,1,0.381,1.000,0.000,1.000,0.619,64.019
F. Ben Mustapha,gk,2,0.467,5.000,0.000,0.529,0.533,63.721
A. Mathlouthi,gk,1,0.417,4.000,0.000,1.000,0.583,64.280
K. N'Diaye,gk,3,0.471,10.333,0.000,0.866,0.529,64.427
G. Xhaka,cm,46,0.542,8.261,0.000,0.632,0.458,76.718
Mohamed Elneny,lcm,15,0.562,2.933,0.067,0.492,0.438,66.090
M. Albrighton,rcm,32,0.358,12.125,0.500,0.571,0.642,78.813
M. James,cm,12,0.473,2.917,0.000,0.247,0.527,64.360
A. Oxlade-Chamberlain,lam,28,0.450,5.393,0.321,0.398,0.550,70.669
R. Mahrez,lam,36,0.519,6.833,0.250,0.560,0.481,74.486
M. Özil,cam,33,0.503,5.061,0.455,0.539,0.497,72.570
W. Ndidi,lcm,34,0.428,5.324,0.029,0.363,0.572,70.005
D. Gray,ram,28,0.346,4.143,0.321,0.134,0.654,67.375
David Silva,cam,35,0.417,5.114,0.143,0.346,0.583,70.020
Fernandinho,cm,35,0.545,4.829,0.229,0.461,0.455,72.078
P. Groß,cam,37,0.442,6.973,0.378,0.538,0.558,74.051
K. De Bruyne,cam,48,0.403,9.458,0.646,0.527,0.597,78.509
S. March,rcm,30,0.339,5.633,0.233,0.220,0.661,69.284
D. Pröpper,rcm,34,0.484,4.147,0.000,0.431,0.516,69.478
D. Stephens,lcm,36,0.612,5.250,0.000,0.568,0.388,73.058
A. Knockaert,lam,29,0.383,4.172,0.069,0.295,0.617,67.641
Bernardo Silva,lam,29,0.338,3.793,0.138,0.040,0.662,66.302
L. Sané,ram,29,0.308,3.448,0.310,0.000,0.692,66.005
R. Brady,ram,19,0.368,8.684,0.474,0.523,0.632,71.101
Fàbregas,lcm,36,0.504,10.083,0.500,0.578,0.496,79.099
N. Kanté,cm,43,0.571,3.814,0.047,0.394,0.429,70.830
Willian,lam,33,0.460,4.333,0.364,0.216,0.540,70.072
S. Defour,lcm,24,0.512,6.333,0.208,0.456,0.488,71.101
J. Guðmunds­son,lam,39,0.469,6.923,0.513,0.458,0.531,74.847
J. Hendrick,cam,29,0.429,2.690,0.103,0.172,0.571,66.453
J. Puncheon,ram,8,0.435,3.250,0.125,0.046,0.565,64.078
A. Mooy,cm,38,0.470,9.263,0.237,0.613,0.530,77.002
T. Ince,cam,29,0.344,2.517,0.103,0.000,0.656,64.768
K. Palmer,cam,4,0.360,1.250,0.000,0.000,0.640,61.765
P. Billing,rcm,11,0.389,3.091,0.091,0.159,0.611,63.799
R. Loftus-Cheek,cam,20,0.397,2.650,0.100,0.108,0.603,64.317
L. Milivojević,cm,38,0.511,6.684,0.053,0.553,0.489,73.631
A. Townsend,lam,36,0.367,6.250,0.222,0.494,0.633,71.357
W. Zaha,ram,29,0.313,3.828,0.172,0.000,0.687,66.028
X. Shaqiri,lam,44,0.466,7.159,0.523,0.580,0.534,75.844
I. Gueye,cm,32,0.551,3.344,0.062,0.460,0.449,69.656
D. Fletcher,cm,26,0.500,7.077,0.077,0.613,0.500,72.222
J. Allen,cm,38,0.488,3.789,0.053,0.396,0.512,69.381
M. Schneiderlin,cm,27,0.514,4.444,0.000,0.337,0.486,69.051
D. Klaassen,cm,6,0.345,1.500,0.000,0.000,0.655,62.697
T. Davies,lcm,25,0.413,2.200,0.000,0.111,0.587,64.533
K. Mirallas,cam,3,0.308,2.000,0.000,0.000,0.692,62.498
N. Matić,rcm,39,0.530,5.487,0.051,0.493,0.470,72.364
M. Noble,cm,29,0.602,6.414,0.069,0.573,0.398,73.616
P. Pogba,cm,39,0.543,7.615,0.282,0.607,0.457,76.299
Juan Mata,lam,27,0.462,5.667,0.407,0.396,0.538,71.125
H. Mkhitaryan,cam,25,0.355,4.040,0.120,0.065,0.645,65.993
E. Fernandes,lcm,12,0.409,2.000,0.167,0.000,0.591,63.192
Pedro Obiang,cm,20,0.481,4.200,0.050,0.384,0.519,67.067
J. Shelvey,cm,30,0.491,12.367,0.300,0.656,0.509,80.041
E. Dier,lcm,42,0.513,6.119,0.190,0.608,0.487,73.898
M. Ritchie,lcm,35,0.385,6.771,0.257,0.344,0.615,71.931
C. Eriksen,cam,41,0.391,9.000,0.488,0.567,0.609,76.616
D. Alli,cam,40,0.376,2.625,0.100,0.034,0.624,65.627
C. Atsu,ram,28,0.324,3.250,0.214,0.078,0.676,65.658
M. Dembélé,rcm,19,0.489,1.316,0.105,0.172,0.511,64.102
I. Hayden,lcm,19,0.400,2.632,0.158,0.000,0.600,64.158
Mikel Merino,cm,20,0.450,4.000,0.150,0.475,0.550,66.985
V. Wanyama,cm,13,0.474,2.846,0.000,0.316,0.526,64.508
D. Tadić,cam,38,0.435,5.947,0.395,0.318,0.565,72.300
Oriol Romeu,cm,32,0.516,5.062,0.031,0.419,0.484,70.946
L. Fer,lcm,17,0.451,3.000,0.000,0.424,0.549,65.077
W. Routledge,cam,12,0.413,2.167,0.417,0.000,0.587,63.864
T. Carroll,rcm,32,0.510,7.531,0.281,0.549,0.490,74.835
J. Ward-Prowse,lam,28,0.422,4.786,0.250,0.329,0.578,69.261
N. Redmond,ram,27,0.452,4.667,0.111,0.373,0.548,68.924
S. Davis,cm,25,0.467,5.280,0.000,0.317,0.533,68.810
S. Boufal,ram,23,0.391,3.130,0.087,0.140,0.609,65.199
E. Can,cm,26,0.472,4.769,0.192,0.405,0.528,69.372
N. Chalobah,rcm,6,0.444,4.167,0.000,0.223,0.556,64.547
J. Henderson,cm,33,0.516,9.909,0.212,0.587,0.484,77.642
R. Pereyra,cam,25,0.525,3.240,0.120,0.301,0.475,67.757
T. Cleverley,cm,22,0.476,8.545,0.227,0.590,0.524,72.588
G. Wijnaldum,cm,25,0.551,2.320,0.120,0.229,0.449,66.985
A. Doucouré,cm,37,0.489,4.378,0.081,0.372,0.511,70.113
J. Milner,cam,31,0.486,6.194,0.323,0.345,0.514,72.558
C. Brunt,rcm,26,0.483,9.500,0.385,0.555,0.517,75.408
H. Arter,cm,11,0.493,5.000,0.000,0.466,0.507,66.113
S. Field,rcm,9,0.528,3.667,0.000,0.602,0.472,65.410
R. Fraser,cam,25,0.415,6.520,0.320,0.273,0.585,70.351
C. Yacob,cm,14,0.360,2.143,0.000,0.000,0.640,62.545
J. Livermore,lcm,30,0.421,4.400,0.133,0.402,0.579,69.083
J. McClean,ram,31,0.333,4.000,0.226,0.112,0.667,67.150
A. Surman,cm,22,0.513,4.318,0.045,0.435,0.487,68.068
M. Phillips,lam,30,0.345,5.800,0.367,0.178,0.655,69.913
M. Pugh,ram,16,0.389,4.375,0.125,0.283,0.611,65.536
J. Ibe,lam,29,0.361,2.655,0.172,0.000,0.639,65.369
B. Watson,cm,7,0.396,4.000,0.143,0.439,0.604,64.625
G. Barry,cm,25,0.497,6.680,0.160,0.577,0.503,71.667
J. Cork,cm,37,0.461,4.324,0.054,0.419,0.539,69.660
R. van La Parra,ram,27,0.223,3.741,0.148,0.000,0.777,64.319
M. Diamé,cm,25,0.633,3.120,0.000,0.464,0.367,68.935
J. Murphy,ram,1,0.375,4.000,0.000,1.000,0.625,64.513
S. Kaikai,ram,1,0.333,4.000,0.000,1.000,0.667,64.468
J. McArthur,cm,29,0.422,3.310,0.034,0.100,0.578,66.669
G. Sigurðsson,rcm,34,0.418,5.176,0.382,0.389,0.582,71.000
A. Ramsey,cam,27,0.422,4.704,0.370,0.271,0.578,69.188
A. Iwobi,cam,24,0.500,2.667,0.000,0.337,0.500,66.361
Roque Mesa,cm,16,0.569,2.812,0.062,0.357,0.431,66.002
L. Narsingh,lam,14,0.412,2.214,0.143,0.000,0.588,63.404
M. Fellaini,lcm,14,0.455,1.714,0.000,0.058,0.545,63.174
Ander Herrera,lcm,21,0.356,3.857,0.095,0.197,0.644,65.299
V. Moses,lam,31,0.392,7.000,0.290,0.376,0.608,72.163
João Mário,cam,32,0.429,3.750,0.156,0.206,0.571,68.177
M. Lemina,cm,22,0.462,3.227,0.045,0.391,0.538,66.317
P. Højbjerg,cm,21,0.547,4.095,0.048,0.272,0.453,67.714
C. Kouyaté,lcm,22,0.346,2.773,0.045,0.000,0.654,63.756
D. Gosling,cm,21,0.396,4.095,0.000,0.174,0.604,65.666
M. Bešić,lcm,1,0.381,1.000,0.000,1.000,0.619,64.253
S. Clucas,rcm,21,0.426,4.524,0.048,0.258,0.574,66.712
Lee Chung-Yong,cam,2,0.267,5.000,0.000,0.000,0.733,63.680
Y. Cabaye,cm,31,0.434,5.968,0.323,0.477,0.566,71.898
D. Williams,cm,16,0.457,3.125,0.000,0.103,0.543,64.573
F. Coquelin,cm,12,0.500,3.167,0.000,0.348,0.500,64.903
M. Grujić,rcm,1,0.381,1.000,0.000,1.000,0.619,64.253
J. Lingard,cam,26,0.356,2.577,0.154,0.000,0.644,64.629
M. Lanzini,cam,24,0.469,3.250,0.292,0.286,0.531,67.363
S. Arfield,ram,14,0.261,1.857,0.000,0.000,0.739,61.414
A. Westwood,cm,15,0.537,7.733,0.200,0.527,0.463,70.048
M. Sissoko,lam,27,0.342,3.370,0.111,0.142,0.658,65.638
A. Carrillo,lam,26,0.441,4.731,0.231,0.413,0.559,69.068
J. Morrison,cam,4,0.385,1.500,0.000,0.000,0.615,61.934
Ramadan Sobhi,ram,17,0.357,2.118,0.059,0.000,0.643,62.788
O. Burke,lam,8,0.438,1.500,0.000,0.074,0.562,62.996
G. Krychowiak,cm,27,0.467,5.370,0.148,0.272,0.533,69.767
N. Vlašić,lam,9,0.353,1.556,0.000,0.000,0.647,62.280
T. Bakayoko,rcm,20,0.526,2.800,0.000,0.403,0.474,66.168
A. King,cm,19,0.465,4.158,0.053,0.385,0.535,66.657
Renato Sanches,cam,16,0.380,3.688,0.000,0.147,0.620,64.342
J. Murphy,cam,22,0.322,3.045,0.091,0.000,0.678,63.876
A. Sabiri,cam,3,0.481,2.333,0.000,0.667,0.519,63.409
E. Capoue,cm,20,0.533,5.100,0.100,0.447,0.467,68.741
J. Hogg,cm,26,0.477,4.231,0.000,0.240,0.523,67.911
J. Stanislas,cam,13,0.406,3.769,0.308,0.183,0.594,65.070
F. Delph,ram,24,0.468,3.708,0.083,0.328,0.532,67.262
B. Sako,cam,11,0.400,3.182,0.182,0.000,0.600,63.917
H. Winks,cm,12,0.393,3.417,0.083,0.155,0.607,64.091
L. Cook,cm,27,0.536,5.481,0.111,0.450,0.464,71.032
Vicente Iborra,cm,18,0.519,3.167,0.056,0.336,0.481,66.092
N. Chadli,cam,9,0.413,2.889,0.222,0.211,0.587,64.095
I. Afellay,lcm,4,0.375,1.000,0.000,0.000,0.625,61.743
İ. Gündoğan,cam,19,0.500,2.316,0.000,0.105,0.500,64.721
Y. Touré,cam,7,0.564,2.714,0.143,0.763,0.436,65.291
Sung-Yeung Ki,cm,25,0.586,3.640,0.000,0.518,0.414,69.000
N. Dyer,lam,19,0.323,2.368,0.000,0.000,0.677,62.653
J. Wilshere,cam,20,0.516,3.750,0.100,0.450,0.484,67.300
D. Drinkwater,cm,9,0.522,2.889,0.000,0.199,0.478,64.449
A. Lennon,lam,28,0.316,2.786,0.036,0.000,0.684,64.300
B. Baningime,lcm,2,0.400,2.500,0.000,0.000,0.600,63.528
C. Adam,rcm,11,0.390,8.909,0.182,0.251,0.610,67.950
W. Hughes,lam,13,0.389,2.615,0.077,0.000,0.611,63.299
A. Lookman,cam,8,0.400,2.500,0.125,0.109,0.600,63.525
A. Lallana,cam,9,0.372,2.556,0.222,0.000,0.628,63.375
E. Lamela,cam,17,0.431,1.824,0.118,0.175,0.569,63.748
R. Aarons,cam,10,0.405,1.700,0.000,0.000,0.595,62.662
D. Whitehead,cdm,1,0.381,1.000,0.000,1.000,0.619,64.253
A. Maitland-Niles,rcm,13,0.526,4.308,0.231,0.401,0.474,66.675
S. McTominay,lcm,8,0.419,2.875,0.000,0.210,0.581,63.751
B. Kayal,cm,10,0.413,2.600,0.100,0.137,0.587,63.633
P. Foden,ram,3,0.391,1.000,0.333,0.000,0.609,62.741
J. Lolley,ram,5,0.345,1.800,0.000,0.000,0.655,63.054
H. Saivet,cdm,1,0.391,3.000,0.000,1.000,0.609,64.441
S. McQueen,rcm,3,0.367,3.333,0.000,0.000,0.633,62.993
Y. Bolasie,ram,16,0.259,4.062,0.000,0.000,0.741,63.209
J. McCarthy,lcm,8,0.422,3.125,0.000,0.264,0.578,63.965
D. Amartey,lcm,6,0.481,5.333,0.000,0.582,0.519,65.544
S. Ireland,rcm,4,0.370,1.750,0.000,0.000,0.630,61.959
R. Nelson,cam,2,0.409,1.000,0.000,0.000,0.591,63.293
C. Musonda,ram,1,0.429,1.000,0.000,1.000,0.571,64.304
O. Zinchenko,ram,7,0.407,4.857,0.000,0.261,0.593,64.727
Brahim Diaz,ram,2,0.409,1.000,0.000,0.000,0.591,63.293
A. Pritchard,cam,11,0.422,5.727,0.364,0.332,0.578,66.569
C. Hudson-Odoi,ram,1,0.417,4.000,0.000,1.000,0.583,64.557
Kenedy,ram,13,0.476,3.308,0.308,0.241,0.524,65.435
B. N'Diaye,rcm,13,0.426,3.154,0.000,0.237,0.574,64.200
Adrien Silva,cm,17,0.553,3.294,0.118,0.251,0.447,66.380
M. Carrick,cm,2,0.538,9.500,0.000,0.973,0.462,65.323
D. Lukebakio,lam,1,0.429,1.000,0.000,1.000,0.571,64.304
J. Sims,lam,3,0.458,1.333,0.333,0.654,0.542,63.335
H. Choudhury,lcm,5,0.486,3.000,0.000,0.387,0.514,64.418
J. Willock,rcm,1,0.409,2.000,0.000,1.000,0.591,64.372
E. Hyndman,cm,1,0.381,1.000,0.000,1.000,0.619,64.253
R. Barkley,lam,1,0.480,5.000,1.000,1.000,0.520,64.979
L. Sørensen,cdm,1,0.462,6.000,0.000,1.000,0.538,64.782
L. Britton,cm,1,0.381,1.000,0.000,1.000,0.619,64.253
H. Barnes,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
M. Pintilii,cm,2,0.344,6.000,0.000,0.529,0.656,64.185
D. Payet,cam,38,0.525,8.947,0.947,0.591,0.475,79.961
B. Matuidi,ram,39,0.454,2.821,0.077,0.172,0.546,67.264
N. Stanciu,cam,2,0.323,5.500,0.000,0.000,0.677,63.878
A. Popa,lam,2,0.360,2.500,0.000,0.000,0.640,63.447
A. Chipciu,ram,2,0.357,4.000,0.000,0.000,0.643,63.695
O. Hoban,rcm,3,0.370,2.333,0.000,0.134,0.630,62.826
G. Torje,lam,3,0.471,4.667,0.333,0.432,0.529,64.072
B. Kukeli,cdm,2,0.500,4.000,0.000,0.764,0.500,64.243
B. Džemaili,cam,20,0.358,3.050,0.050,0.037,0.642,63.979
V. Behrami,cm,21,0.410,1.952,0.000,0.000,0.590,63.446
T. Xhaka,cam,1,0.381,1.000,0.000,1.000,0.619,64.253
O. Roshi,lam,3,0.355,3.667,0.000,0.123,0.645,63.100
A. Abrashi,cm,14,0.404,2.286,0.143,0.002,0.596,63.389
F. Frei,cm,10,0.487,5.600,0.000,0.092,0.513,65.802
E. Kaçe,rcm,1,0.409,2.000,0.000,1.000,0.591,64.372
S. Gashi,lam,1,0.429,1.000,0.000,1.000,0.571,64.304
A. Prepeliță,cm,2,0.407,3.500,0.000,0.000,0.593,63.712
A. Lila,lam,2,0.400,2.500,0.000,0.717,0.600,63.771
L. Memushaj,cm,19,0.375,4.842,0.105,0.323,0.625,66.334
M. Basha,cdm,1,0.381,1.000,0.000,1.000,0.619,64.253
L. Sânmărtean,cam,1,0.364,2.000,0.000,1.000,0.636,64.323
D. Edwards,lcm,2,0.348,1.500,0.000,0.000,0.652,63.253
J. Kucka,lcm,4,0.370,1.750,0.000,0.000,0.630,61.959
P. Hrošovský,lcm,2,0.480,2.500,0.000,0.000,0.520,63.691
M. Hamšík,ram,41,0.513,5.268,0.146,0.375,0.487,72.018
M. Stoch,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
O. Shatov,cam,2,0.414,4.500,0.500,0.891,0.586,64.450
R. Shirokov,cam,3,0.375,1.333,0.000,0.000,0.625,62.532
D. Glushakov,cm,3,0.320,1.667,0.000,0.000,0.680,62.453
A. Golovin,cam,6,0.378,4.167,0.167,0.075,0.622,64.292
P. Mamaev,cam,2,0.407,3.500,0.500,0.293,0.593,64.065
V. Pečovský,cdm,1,0.435,3.000,0.000,1.000,0.565,64.488
J. Ledley,rcm,4,0.519,1.750,0.000,0.818,0.481,63.018
A. Samedov,lam,6,0.465,3.833,0.000,0.290,0.535,64.568
S. Ferguson,rcm,1,0.370,7.000,0.000,1.000,0.630,64.774
B. Kapustka,cam,7,0.361,2.286,0.000,0.000,0.639,62.967
O. Norwood,rcm,4,0.488,5.750,0.000,0.254,0.512,63.796
J. Błaszczykowski,lam,12,0.474,4.833,0.417,0.536,0.526,66.986
K. Mączyński,cm,4,0.400,2.500,0.000,0.091,0.600,62.358
S. Dallas,ram,4,0.300,5.000,0.000,0.000,0.700,62.705
K. Grosicki,ram,8,0.431,3.875,0.625,0.370,0.569,65.531
T. Kroos,ram,36,0.735,8.361,0.556,0.764,0.265,81.004
Y. Konoplyanka,ram,26,0.313,4.885,0.462,0.000,0.687,67.480
S. Khedira,lcm,28,0.476,2.964,0.000,0.244,0.524,66.983
M. Götze,cam,24,0.464,4.375,0.292,0.323,0.536,68.516
J. Draxler,ram,29,0.490,2.759,0.207,0.342,0.510,68.057
S. Sydorchuk,lcm,2,0.385,3.000,0.000,0.000,0.615,63.581
T. Stepanenko,rcm,3,0.449,9.667,0.000,0.123,0.551,64.830
V. Kovalenko,cam,2,0.435,1.500,0.000,0.529,0.565,63.608
J. Ward,lam,3,0.394,4.333,0.000,0.516,0.606,63.566
N. McGinn,lam,3,0.360,1.667,0.000,0.000,0.640,62.569
T. Jodłowiec,rcm,2,0.435,1.500,0.000,0.529,0.565,63.608
R. Rotan,cm,1,0.400,5.000,1.000,1.000,0.600,64.894
P. Zieliński,ram,33,0.477,3.333,0.152,0.041,0.523,68.004
B. Schweinsteiger,cm,4,0.355,2.750,0.000,0.143,0.645,62.300
A. Turan,rcm,3,0.500,2.667,0.000,0.734,0.500,63.576
S. İnan,cm,3,0.413,8.667,0.000,0.663,0.587,64.745
O. Tufan,lcm,3,0.379,3.000,0.000,0.647,0.621,63.264
I. Perišić,ram,48,0.317,7.792,0.354,0.396,0.683,73.477
H. Çalhanoğlu,ram,32,0.527,6.844,0.375,0.425,0.473,74.328
M. Brozović,rcm,37,0.581,7.000,0.270,0.537,0.419,75.692
I. Rakitić,lcm,45,0.599,6.378,0.244,0.581,0.401,75.905
M. Badelj,cm,33,0.570,6.727,0.212,0.555,0.430,74.636
L. Modrić,lcm,35,0.604,7.571,0.286,0.671,0.396,76.856
M. Topal,cdm,3,0.548,3.667,0.000,0.783,0.452,63.984
V. Şen,ram,2,0.364,1.000,0.000,0.000,0.636,63.201
Iniesta,ram,37,0.550,5.703,0.270,0.442,0.450,73.448
V. Darida,cm,24,0.541,6.333,0.125,0.591,0.459,71.474
J. Plašil,cm,18,0.533,3.056,0.167,0.399,0.467,66.545
T. Rosický,cm,2,0.429,4.000,0.000,1.000,0.571,64.178
Thiago Alcântara,cam,22,0.697,5.091,0.045,0.738,0.303,71.563
Sergio Busquets,cm,38,0.661,4.447,0.026,0.465,0.339,72.795
J. Skalák,lam,1,0.391,3.000,0.000,1.000,0.609,64.441
O. Özyakup,cm,2,0.417,2.000,0.000,0.293,0.583,63.576
N. Şahin,rcm,17,0.510,7.706,0.235,0.497,0.490,70.436
