Player,PrimaryPosition,Games,Accelerations,LongCarries,Duels,WideRuns,CounterAttacks,AvgCarryDistance,RawRating
Y. Sanogo,st,27,0.04,0.26,8.22,0.48,0.48,11.91,66.172
A. Saint-Maximin,ls,31,1.94,1.55,16.52,3.71,1.68,16.34,84.754
Y. Tielemans,lcm,31,0.45,0.74,4.48,0.74,0.97,14.73,62.455
S. Camara,st,23,0.22,0.35,3.43,0.52,0.57,14.16,53.495
K. Bérigaud,st,5,0.60,0.00,5.00,0.80,0.60,10.45,60.700
P. Lasne,rcm,37,0.62,1.11,6.03,1.41,1.73,15.38,69.843
J. Roussillon,rb,22,0.77,1.05,8.73,3.00,1.09,16.81,75.141
D. Congré,rb,32,0.06,0.78,1.19,1.22,0.34,14.55,44.594
Pedro Mendes,lcb,34,0.03,0.94,2.06,0.85,0.91,17.34,51.426
N. Mukiele,lb,33,1.27,1.76,6.15,2.45,0.91,17.34,74.383
I. Mbenza,ls,38,0.95,0.42,5.84,1.11,1.95,14.60,68.941
V. Bessat,ram,24,0.54,0.29,3.79,1.75,0.88,11.20,59.858
A. Djiku,rb,28,0.21,1.64,1.39,1.21,0.39,18.47,55.036
H. Bazile,st,19,0.32,0.47,8.79,2.42,0.53,12.55,71.249
D. Avounou,rcm,9,0.44,0.56,3.00,2.11,0.67,11.71,58.049
J. Féret,cm,37,0.62,1.49,4.97,1.49,1.14,16.21,68.510
I. Santini,st,32,0.06,0.66,9.91,0.72,0.91,13.21,71.461
E. Skhiri,lcm,38,0.26,1.08,4.45,1.08,1.24,14.65,63.274
R. Genevois,lb,24,0.33,1.42,1.33,1.58,0.46,22.48,56.280
B. Lecomte,gk,38,0.00,0.63,0.08,0.00,1.11,28.97,37.712
R. Rodelin,st,37,0.70,1.19,7.92,2.08,1.97,14.45,73.971
J. Ikoné,ls,18,1.72,0.94,10.00,1.50,2.61,16.88,78.833
R. Vercoutre,gk,35,0.00,1.11,0.03,0.03,0.17,41.09,43.532
J. Delaplace,lcm,12,0.33,1.25,2.00,0.75,1.00,16.52,56.177
F. Guilbert,lb,36,0.83,1.11,4.94,3.03,1.00,16.62,69.769
C. Ninga,rs,29,0.45,0.52,6.48,1.10,1.66,16.24,67.888
C. Kouakou,lw,19,0.32,0.42,4.89,1.53,1.11,15.23,62.667
S. Peeters,rcm,20,0.45,0.70,2.70,0.75,0.80,15.19,56.176
S. Sessègnon,cam,16,0.44,0.12,6.50,0.69,1.62,13.38,65.769
A. Mbengue,rb,19,0.79,1.68,8.89,4.11,1.26,17.23,77.211
S. Koita,st,6,0.17,0.33,5.33,0.50,1.00,12.99,60.473
Dani Alves,lb,25,0.76,1.04,6.16,2.68,2.36,15.16,72.064
Marquinhos,lb,27,0.07,1.85,0.37,0.41,1.07,21.49,50.732
E. Cavani,st,36,0.14,0.69,3.69,0.53,1.56,16.85,58.219
K. Adénon,rcb,34,0.00,1.03,1.21,0.29,0.29,18.80,44.345
M. Bodmer,rcb,13,0.00,0.77,0.77,0.38,0.69,17.79,40.128
P. Gouano,lb,32,0.00,0.97,1.72,0.56,0.28,16.66,46.959
O. El Hajjam,lb,26,0.88,1.15,5.35,2.65,0.77,15.35,70.180
T. Ndombèlé,cm,35,1.31,1.34,10.23,1.54,1.29,14.25,77.930
I. Cissokho,lb,19,0.74,1.21,3.00,3.21,0.32,15.97,64.838
T. Monconduit,rcm,34,0.18,0.91,6.24,1.06,1.12,14.13,66.305
M. Verratti,lcm,22,0.45,1.36,8.41,1.41,2.00,16.24,73.832
A. Rabiot,rcm,33,0.73,2.03,6.36,0.91,1.91,18.99,73.098
Thiago Silva,lcb,30,0.23,2.10,0.67,0.53,0.60,21.13,54.642
Á. di María,cam,33,1.03,0.76,7.97,1.76,1.97,16.47,74.185
L. Kurzawa,rb,20,0.55,1.40,4.30,2.45,0.70,17.26,67.133
A. Aréola,gk,34,0.00,0.94,0.03,0.00,0.32,38.09,41.226
J. Pastore,cam,25,0.44,0.92,5.40,1.24,1.96,15.59,67.234
G. Fofana,lcm,16,0.44,0.88,3.50,0.50,0.88,20.59,60.390
R. Gurtner,gk,37,0.00,1.22,0.11,0.00,0.22,35.40,43.250
H. Manzala,ram,37,0.78,0.78,6.41,1.89,1.00,17.01,70.304
P. Kimpembe,rb,29,0.24,3.17,3.00,0.86,0.55,20.98,66.927
C. Charrier,cam,3,0.00,0.00,6.67,0.33,0.33,9.16,59.865
E. Bourgaud,lcm,17,0.47,0.18,3.53,0.65,1.24,14.30,56.995
B. Labeau,ls,2,0.00,0.50,1.00,0.00,0.00,20.65,35.753
Gonçalo Guedes,rw,38,2.21,1.32,11.00,2.82,2.42,15.13,81.395
A. Pléa,rs,35,0.83,0.74,11.26,1.09,1.11,15.75,76.559
R. Walter,cm,20,0.45,0.90,4.65,0.95,0.45,15.94,63.295
Dante,lcb,33,0.06,1.82,1.58,0.42,0.52,20.29,54.290
Y. Cardinale,gk,11,0.00,0.45,0.00,0.00,0.27,47.70,39.048
M. Le Marchand,rb,29,0.76,1.59,2.41,2.24,0.83,16.68,64.433
O. Tannane,lw,16,0.62,1.00,7.62,2.06,2.31,18.53,73.406
M. Sarr,rb,21,0.24,2.67,1.52,1.38,0.29,20.55,61.479
S. Janko,lb,21,0.86,1.43,6.19,3.90,0.90,15.91,73.228
O. Selnæs,cm,26,0.12,1.81,1.42,0.62,1.77,18.54,56.681
V. Eysseric,cam,22,0.27,0.55,4.59,0.91,0.86,13.84,60.535
A. Dioussé,rcm,25,0.12,0.72,3.44,1.24,0.68,15.73,56.773
S. Ruffier,gk,34,0.00,0.41,0.00,0.03,0.09,31.65,31.119
L. Perrin,rcb,28,0.11,1.11,1.25,0.75,0.50,15.89,47.907
K. Théophile Catherine,lcb,25,0.12,2.04,2.20,1.32,0.52,18.71,59.729
J. Bamba,st,34,1.44,1.71,10.94,2.76,2.29,16.61,80.363
R. Hamouma,ls,29,0.59,0.62,5.83,1.21,0.79,13.64,66.457
A. Souquet,lb,29,0.97,1.97,4.48,4.31,0.52,16.51,72.352
B. Srarfi,lam,26,0.69,0.31,5.58,1.04,0.96,13.11,65.338
V. Koziello,cm,27,0.04,0.70,3.11,0.59,0.56,15.01,52.758
R. Pierre-Gabriel,rcb,16,0.62,1.06,5.06,2.50,0.38,15.29,67.577
B. Dabo,cm,26,0.54,1.42,8.42,1.65,1.12,17.92,73.937
P. Lees Melou,cm,34,0.85,1.65,6.09,2.29,1.47,15.55,72.754
V. Marcel,ram,2,0.00,0.00,3.50,2.00,0.00,5.36,48.813
L. Diony,st,16,0.06,0.50,7.69,0.69,1.12,17.00,67.427
J. Makengo,ram,5,0.80,0.60,11.40,2.00,0.00,13.74,76.176
R. Souici,lb,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
A. Tameze,cm,26,0.27,0.85,5.08,0.73,0.65,13.50,62.649
A. Niane,st,33,0.30,0.58,8.64,0.39,0.94,12.89,69.823
B. Nivet,cam,26,0.19,0.81,3.85,0.96,0.73,17.08,59.146
B. Bourigeaud,lcm,37,0.81,0.97,4.05,2.86,1.81,14.68,67.974
B. André,cm,34,0.18,1.41,7.50,1.76,2.03,15.74,71.819
R. Bensebaini,rb,29,0.59,1.62,3.10,1.97,0.90,18.45,65.166
M. Samassa,gk,21,0.00,0.90,0.05,0.00,0.10,36.30,39.521
T. Dingomé,rcm,14,0.14,0.64,3.57,1.07,0.93,15.55,57.156
F. Maouassa,ram,19,0.89,0.89,5.68,1.84,1.53,20.33,70.525
K. Azamoum,lcm,30,0.20,0.90,4.17,1.03,0.90,14.41,60.643
F. Mubele,ls,30,0.67,0.73,10.63,2.07,1.83,13.50,76.219
A. Hunou,cam,23,0.43,0.91,4.87,2.04,0.83,15.80,65.638
I. Sarr,cam,27,1.70,1.07,14.63,2.56,2.67,16.12,82.709
J. Gnagnon,rcb,36,0.03,1.19,1.14,0.22,0.25,18.90,45.539
J. Obiang,rb,8,0.50,0.75,2.50,2.12,0.88,15.37,58.826
L. Baal,rb,17,0.53,0.88,4.71,2.18,0.82,15.79,65.853
A. Diallo,gk,3,0.00,0.33,0.00,0.00,1.33,16.96,30.000
S. Grandsir,st,36,2.42,1.14,11.75,3.19,2.19,15.61,82.127
H. Traoré,lb,30,0.73,1.33,3.00,2.83,0.87,16.74,65.565
M. Deplagne,lb,28,0.46,0.93,4.00,2.18,0.46,15.20,63.329
O. Vizcarrondo,lcb,20,0.00,1.30,0.30,0.50,0.30,17.36,41.299
C. Hérelle,rb,34,0.09,1.38,1.15,0.82,0.38,18.23,49.778
S. Darbion,ram,23,0.48,1.39,7.43,2.74,0.83,18.24,72.844
J. Lea Siliki,rcm,31,0.81,0.94,5.84,1.00,1.26,17.41,69.245
J. Tell,ls,6,0.17,0.33,2.83,0.33,0.50,19.46,50.688
S. Khaoui,cam,33,0.42,0.88,6.12,1.09,0.97,14.66,67.242
B. Pelé,cam,31,1.32,0.65,5.29,1.87,1.29,14.67,70.377
J. Tinhan,ls,5,0.00,0.40,2.00,0.60,0.40,25.64,46.708
E. Crivelli,st,26,0.08,0.46,7.62,0.69,0.88,13.92,66.633
Y. Andreu,rb,23,0.17,1.13,4.43,3.09,0.48,16.85,64.765
G. Kakuta,cam,36,0.58,0.89,15.42,2.11,1.94,13.62,80.708
B. Dibassy,rb,32,0.31,1.38,4.75,2.16,0.62,16.13,66.196
J. Dompé,lam,1,0.00,1.00,6.00,1.00,0.00,24.21,64.815
G. N'Gosso,cm,12,0.00,0.33,1.92,0.42,0.00,21.56,42.549
O. Nguette,rs,17,0.82,0.94,13.94,2.29,1.76,15.26,80.162
C. Philipps,cm,11,0.09,1.45,3.09,0.91,0.73,17.64,59.017
J. Rivierez,lb,26,0.38,0.62,3.31,1.92,0.58,14.75,58.949
M. Niakhaté,rb,35,0.49,1.23,2.11,0.80,0.57,19.98,57.828
Jonathan Cafu,rs,18,0.67,0.56,7.83,1.67,1.17,13.53,71.308
D. Da Silva,lcb,32,0.06,1.50,1.56,0.75,0.19,19.68,52.022
H. Maïga,lcm,13,0.31,1.00,6.00,0.62,1.54,20.45,67.467
Gabriel Silva,rb,25,0.60,0.80,6.04,2.84,0.44,13.78,68.884
A. Bouka Moutou,rb,6,0.67,1.00,4.83,2.83,0.17,18.22,67.556
A. Diakhaby,rs,21,0.52,0.33,5.05,1.24,0.81,14.77,63.288
F. Chafik,lb,23,0.87,0.61,3.78,2.00,0.83,15.40,64.419
Gil Dias,lw,28,0.68,0.93,7.07,1.89,1.68,17.07,71.910
É. Didot,cm,23,0.13,1.09,2.74,0.96,0.65,18.14,56.168
Neymar,rs,25,3.40,2.48,26.80,3.20,4.08,17.08,96.923
Lucas Lima,rb,33,0.61,0.94,6.64,3.00,0.91,14.46,70.994
Y. Bammou,st,16,0.44,1.06,4.00,1.62,0.81,17.90,63.771
S. Moutoussamy,rcm,7,0.71,0.29,5.00,1.43,1.43,11.74,64.863
L. Ocampos,rw,31,0.52,1.06,11.26,3.26,1.35,14.33,77.445
R. Cabella,cam,29,1.86,2.59,12.52,3.55,2.38,18.64,83.305
J. Seri,rcm,31,0.19,1.29,6.29,0.71,1.13,16.08,67.602
F. Bellugou,lcb,30,0.03,0.60,2.37,0.63,0.43,14.75,48.031
C. Traoré,rb,34,0.65,1.15,3.29,3.18,0.35,15.37,64.703
H. Mahou,ram,3,0.33,0.33,1.33,1.33,0.00,21.58,46.879
C. Jallet,rb,15,0.60,1.67,2.53,3.13,0.33,17.52,64.646
A. Confais,lcm,15,0.07,0.80,0.87,0.27,0.47,21.72,42.436
Mexer,rcb,17,0.00,0.76,0.76,0.06,0.35,17.46,37.428
K. Tete,lb,22,0.50,1.00,5.09,2.64,0.77,15.46,67.360
Y. Bissouma,lcm,24,0.83,1.88,6.92,1.96,1.29,16.73,74.058
J. Grimm,lcm,22,0.05,0.27,1.45,0.45,0.14,12.53,36.703
Y. Cahuzac,cdm,20,0.10,0.70,2.35,0.55,0.10,15.72,48.776
O. Toivonen,st,28,0.14,0.25,1.64,0.57,0.93,12.70,42.923
C. Michelin,lb,7,0.29,0.43,1.14,1.14,0.71,12.17,44.672
G. Sio,st,33,0.18,0.64,9.58,1.09,1.21,17.92,72.272
R. Aguilar,lb,31,1.03,1.26,5.87,3.55,1.94,15.95,73.514
N. Pépé,lw,36,1.00,1.03,13.94,2.83,1.86,13.41,80.772
Y. Aït Bennasser,cm,27,0.48,1.70,5.74,1.07,0.85,17.37,69.384
H. Koffi,gk,4,0.00,1.50,0.00,0.00,0.50,37.14,46.563
I. Faraj,lam,7,0.00,0.00,4.14,1.14,0.00,9.73,50.984
M. Diakhaby,rcb,11,0.27,2.00,1.64,0.27,0.73,18.18,57.364
J. Amavi,rb,27,1.00,1.44,7.11,2.63,1.30,18.25,74.559
B. Sarr,lcm,29,1.24,1.83,6.34,3.90,0.59,18.22,75.421
Dória,rb,3,0.00,0.67,0.33,0.67,0.00,13.16,31.736
A. Jallow,rcm,2,1.00,0.50,6.50,2.50,0.50,11.60,70.291
Cafú,rcm,10,0.40,0.60,4.30,0.70,1.40,13.68,61.342
R. Ghezzal,lam,26,0.88,0.62,6.69,1.73,1.54,15.67,71.007
M. Udol,rb,6,0.83,1.33,3.33,2.17,1.33,20.38,67.074
F. Píriz,cm,15,0.07,0.47,2.27,0.93,1.27,14.81,49.869
K. Dolly,rs,17,0.71,0.82,4.35,1.47,1.35,15.29,65.587
W. Sneijder,ram,5,0.00,0.20,5.60,0.60,1.20,14.60,60.095
M. Balotelli,rs,28,0.54,1.04,9.75,0.82,1.11,16.34,74.259
I. Diop,lb,34,0.26,1.21,1.29,0.53,0.41,19.81,51.105
M. Gradel,rw,29,1.59,1.90,18.00,4.59,2.59,16.18,87.399
G. Lo Celso,cm,33,1.03,2.00,5.97,1.64,1.09,18.23,73.433
M. Amalfitano,cam,14,0.21,0.29,5.57,0.71,1.36,12.91,62.170
Júlio Tavares,st,26,0.08,0.42,7.15,0.62,0.69,13.59,65.070
D. Bahamboula,cam,4,0.25,0.25,1.25,0.25,0.00,15.00,38.462
J. Ielsch,rb,11,0.27,0.64,2.73,1.18,0.27,15.27,53.935
M. Konaté,st,35,0.43,0.74,8.57,1.17,1.49,13.45,71.844
Hernani,rcm,14,0.29,0.50,3.86,0.57,0.57,17.14,57.446
Andrei Girotto,cm,25,0.28,0.76,2.20,0.92,1.04,15.80,53.746
D. Alcibiade,lcb,3,0.00,1.67,0.67,1.67,0.67,18.96,51.368
A. Walongwa,lb,1,0.00,0.00,0.00,1.00,0.00,9.63,30.000
M. Stępiński,st,23,0.17,0.13,3.52,0.26,0.52,11.81,50.660
N. Gandi,rcm,5,0.40,0.00,2.40,1.20,1.00,15.09,51.241
Y. El Ghanassy,cam,20,0.90,1.00,7.45,1.45,1.15,17.77,72.809
W. Kanga,st,9,0.11,0.11,2.67,0.44,0.33,11.49,44.900
Xeka,cm,18,0.33,0.94,7.22,1.28,0.61,15.95,69.162
Otávio,cdm,21,0.10,1.00,2.14,0.76,0.76,17.51,52.464
E. Kawashima,gk,33,0.00,1.00,0.06,0.00,0.15,41.31,42.540
E. Imorou,rb,1,1.00,0.00,0.00,1.00,1.00,9.63,44.331
B. Fernández,st,7,0.29,0.29,2.57,0.43,0.00,16.65,48.775
J. Sambia,cam,28,0.57,0.57,7.00,1.39,1.82,12.61,69.740
M. Terrier,rs,25,1.00,0.56,5.76,1.40,1.52,12.09,69.068
J. Martins-Pereira,lb,14,0.29,0.93,3.71,2.21,0.21,14.84,60.869
N. Benezet,cam,29,1.21,1.14,7.10,2.28,1.34,15.57,74.249
A. Touré,lb,19,0.79,0.53,2.74,1.79,0.84,14.03,60.055
K. Coulibaly,st,8,0.25,0.88,7.38,1.00,1.25,17.33,69.332
F. Mendy,rb,27,1.33,1.85,7.93,3.67,1.00,18.66,77.582
H. Aouar,ram,32,1.00,1.44,9.56,2.06,2.22,16.02,77.437
V. Pajot,cm,20,0.10,0.60,2.35,0.70,0.40,14.84,48.938
L. Lacroix,rcb,11,0.00,0.91,0.91,0.36,0.55,18.43,42.188
Yuri Berchiche,rb,22,0.59,0.73,3.86,2.09,0.73,14.10,63.089
R. M'Bolhi,gk,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
N. Janvier,cam,3,0.00,0.33,3.67,1.33,0.33,14.02,53.275
I. Sylla,rb,25,0.88,0.84,3.88,3.16,0.64,13.68,66.497
P. Djilobodji,rb,30,0.13,2.13,1.83,0.87,0.27,20.89,58.256
J. Repas,ram,15,0.80,1.13,7.87,2.27,1.13,14.87,73.698
C. Martins Pereira,rcm,2,0.00,0.00,1.50,0.50,0.00,5.38,30.000
F. Eboa Eboa,rcb,22,0.27,0.59,1.32,0.91,0.45,14.33,46.148
G. Nyamsi,lb,3,0.00,0.67,1.00,1.00,0.67,13.19,41.127
A. Abdennour,rb,8,0.00,2.00,1.12,0.12,0.25,22.73,52.148
W. Khazri,cam,27,1.30,1.22,11.67,2.37,1.96,14.48,79.701
T. Koubek,gk,34,0.00,0.76,0.03,0.03,0.15,35.42,37.778
S. Prcić,cm,19,0.42,1.42,1.84,0.79,1.37,17.82,58.320
E. Rivière,st,28,0.39,0.39,8.00,0.43,1.21,12.96,68.829
M. Dossevi,lam,30,2.00,1.63,14.63,3.77,2.97,13.91,83.946
C. Nkunku,ram,20,0.60,0.45,4.40,0.55,0.20,14.54,60.559
Hilton,rcb,27,0.15,0.93,1.44,0.19,0.70,16.43,47.199
Marlon,lb,23,0.09,1.91,1.13,0.61,0.13,20.24,52.825
S. Jovetić,st,15,0.40,0.53,5.53,1.00,1.27,18.32,65.236
I. Ganago,st,6,0.00,0.00,1.33,0.00,0.33,0.00,30.000
N. Mendy,cm,14,0.14,1.36,2.86,0.71,0.29,16.20,56.747
A. Bamba,rcb,18,0.83,0.61,3.22,2.33,0.61,12.18,62.415
M. Tahrat,lcb,7,0.29,0.57,4.86,0.57,0.00,12.17,59.425
S. Gakpé,ls,29,0.41,0.45,5.10,1.41,0.90,12.56,63.218
B. Zungu,cm,26,0.38,1.19,3.77,1.19,1.04,14.05,62.510
J. Blayac,ls,24,0.04,0.33,5.21,0.38,0.67,13.98,58.445
L. Traoré,st,18,0.17,0.67,7.11,0.50,0.67,16.08,66.477
G. Imbula,cm,28,1.54,1.39,10.96,0.89,1.29,16.81,79.012
Y. Pelé,gk,10,0.00,0.90,0.10,0.10,0.20,33.12,39.437
Nathan,cam,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
K. Monnet-Paquet,rs,30,0.73,0.70,6.97,2.13,1.03,12.55,70.693
F. Bahlouli,cam,11,0.45,0.64,8.18,1.36,0.82,14.31,70.725
B. Koné,rcb,28,0.04,0.86,0.86,0.39,0.29,17.21,40.702
D. Benaglio,gk,3,0.00,0.33,0.00,0.00,0.33,21.63,30.000
E. Seka,rb,26,1.38,1.62,3.58,2.73,1.23,17.04,71.089
B. Keita,st,24,0.42,0.62,10.00,1.29,0.92,16.59,73.563
S. Meïté,rcm,20,0.60,1.40,9.75,1.25,1.65,18.28,75.862
Suk Hyun-Jun,st,26,0.27,0.31,6.12,0.65,0.23,13.07,62.535
Danilo Avelar,rb,21,0.29,1.10,3.95,2.00,0.90,18.70,63.495
B. Sankoh,lcb,26,0.15,0.85,3.42,0.69,0.38,14.26,55.863
C. Grenier,cam,16,0.38,0.88,6.06,1.25,1.19,14.14,67.188
W. Geubbels,lw,2,1.00,0.00,0.00,0.00,1.00,15.39,42.984
D. Khalid,st,1,1.00,0.00,5.00,0.00,2.00,0.00,62.963
J. Giraudon,lb,25,0.08,2.28,0.92,0.56,0.36,19.82,54.507
J. Cordoval,lb,11,1.00,0.82,3.27,1.64,1.64,16.57,65.434
A. Søderlund,st,12,0.00,0.17,2.42,0.25,0.25,12.44,41.444
E. Kwateng,lb,1,0.00,2.00,2.00,4.00,1.00,17.45,62.609
R. Krhin,cm,18,0.22,0.67,2.39,0.78,0.61,15.13,51.903
Q. Cornette,lw,12,0.92,0.67,5.08,2.25,0.50,15.20,67.763
I. Lewczuk,lb,7,0.00,0.29,1.43,0.86,0.43,13.77,38.939
J. Nkololo,lam,10,0.30,0.90,7.20,1.20,0.70,18.15,69.055
M. Michel,gk,7,0.00,0.57,0.00,0.00,0.43,40.43,38.216
F. Tabanou,rcm,14,0.36,0.57,3.29,1.50,0.57,16.57,57.984
Afonso Figueiredo,rb,5,0.20,0.00,2.20,0.20,0.40,11.79,41.788
R. Danzé,lb,13,0.15,1.00,0.77,1.23,0.31,22.76,47.704
S. Privat,rs,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
C. Ben Saada,cam,16,0.62,0.38,3.19,0.88,0.81,16.11,58.200
A. Traoré,cam,4,0.00,0.50,4.50,1.00,1.75,11.54,59.022
M. Yanga-Mbiwa,lcb,2,0.00,0.50,0.50,0.00,1.00,12.64,32.268
Boschilia,lcm,5,0.40,0.60,2.60,0.60,1.40,21.18,56.744
L. Fournier,lam,1,0.00,0.00,3.00,1.00,0.00,9.90,44.412
K. Mitroglou,st,18,0.00,0.17,2.56,0.17,0.94,21.17,46.918
S. Ciss,rb,3,0.33,1.00,5.67,1.00,0.67,20.10,66.304
M. Abeid,cm,19,0.63,1.37,4.58,0.89,0.47,18.20,66.227
A. Raggi,rb,20,0.20,1.10,1.55,1.60,0.25,17.34,52.345
A. Lusamba,lcm,4,0.25,0.00,5.25,1.25,0.25,11.53,59.021
D. Foulquier,lb,16,1.06,1.38,6.06,3.19,1.19,16.10,73.367
H. Mendyl,rb,12,1.08,0.83,4.00,3.33,0.67,14.66,68.135
Y. Armougom,rb,4,0.50,0.50,1.75,1.75,0.50,12.55,52.393
B. Kamara,lcb,6,0.00,1.17,3.33,1.17,1.17,14.07,58.172
V. Thill,cam,1,0.00,1.00,1.00,1.00,0.00,18.41,43.950
Brandon,rs,11,0.45,0.55,4.82,0.82,0.55,16.40,62.333
J. Gelin,lb,27,0.04,1.04,0.70,0.33,0.63,19.14,43.120
W. Benítez,gk,27,0.00,0.89,0.07,0.00,0.04,41.76,41.272
P. Burner,lb,13,1.85,0.85,5.31,1.77,0.00,16.69,72.085
C. M'Bengue,rb,7,0.00,0.71,0.57,1.71,0.00,12.69,38.532
J. Deminguet,ram,12,1.00,0.58,4.33,1.92,0.83,13.97,66.174
I. Diomandé,cdm,11,0.55,1.64,0.82,0.45,0.55,22.20,55.541
N. Basin,rb,5,0.20,0.40,1.40,1.60,0.60,14.83,46.475
B. Soumaré,cm,14,0.57,0.36,2.79,0.07,0.93,15.61,54.671
M. Poaty,rb,3,1.00,1.67,5.33,2.00,0.33,27.99,72.067
Q. Boisgard,cam,6,0.17,0.17,5.33,1.17,0.50,11.80,59.753
M. Gajić,lb,4,1.00,1.25,2.25,3.50,0.00,18.83,65.075
F. Pogba,rb,5,0.00,0.40,1.40,0.20,0.00,16.11,36.752
V. Nogueira,rcm,2,0.00,1.00,3.00,1.00,0.00,20.89,54.728
S. Baradji,rcm,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
O. Verdon,lb,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
B. Ketkeophomphone,ls,13,0.62,0.23,4.23,1.31,0.77,12.53,60.877
N. Cozza,rb,9,0.78,2.22,5.44,3.00,0.44,21.78,73.022
A. Gouiri,ls,7,0.00,0.14,1.57,0.14,0.57,17.74,37.734
M. Zeffane,rcb,15,0.40,1.00,1.80,1.93,0.80,17.34,56.648
Y. Gourcuff,cam,10,0.20,0.40,4.10,0.40,0.50,14.54,56.052
A. Soumaoro,lcb,14,0.07,2.21,3.07,0.50,0.50,19.27,61.642
A. Ribelin,cdm,1,0.00,3.00,0.00,1.00,0.00,18.84,54.304
S. Coulibaly,lcb,1,1.00,0.00,7.00,1.00,0.00,11.64,67.911
Vagner,cam,4,0.00,1.00,4.50,2.25,0.25,12.65,61.188
E. Taha,rs,2,0.00,0.00,0.00,0.00,0.00,0.00,30.000
Z. Youssouf,lam,5,0.80,1.20,6.80,1.20,0.20,22.56,71.310
K. N'Doram,cdm,11,0.36,1.00,2.09,0.45,0.64,15.63,53.820
K. Trapp,gk,4,0.00,0.25,0.25,0.00,0.00,39.94,34.402
L. Puyo,cm,8,0.00,1.00,1.25,0.12,0.88,19.49,45.797
S. Ngom,ls,12,0.08,0.50,6.25,0.92,1.17,11.78,63.870
A. Oukidja,gk,17,0.00,0.82,0.18,0.00,0.12,33.55,38.636
T. Carrique,lb,1,1.00,0.00,3.00,1.00,0.00,1.20,54.792
J. Palmieri,rb,15,0.13,1.07,3.47,2.80,0.53,15.23,61.024
V. Selimovic,lb,13,0.08,1.46,1.08,1.38,0.54,19.10,51.821
M. Poundjé,rb,19,1.89,1.16,7.32,2.79,0.68,16.85,76.602
J. Prior,gk,2,0.00,1.00,0.00,0.50,0.00,43.33,43.923
J. Moulin,gk,5,0.00,0.80,0.00,0.00,0.80,46.47,43.968
L. Bonnefoi,gk,4,0.00,0.50,0.00,0.00,0.25,48.21,39.653
G. Gope-Fenepej,st,3,0.33,0.00,2.33,0.33,0.00,12.21,44.094
V. Rüfli,rb,3,0.00,0.00,0.00,0.00,0.00,0.00,30.000
S. Nsoki,rb,1,0.00,0.00,1.00,0.00,1.00,0.00,30.000
B. Samba,gk,4,0.00,0.50,0.25,0.00,0.50,33.34,36.847
G. Mandjeck,rcm,14,0.36,1.00,2.86,0.43,0.86,16.25,57.285
D. Miličević,ram,12,0.58,0.58,3.33,1.17,0.75,13.49,59.349
L. Butelle,gk,19,0.00,1.32,0.05,0.00,0.58,50.04,49.072
J. Bouet,gk,1,0.00,0.00,1.00,0.00,1.00,0.00,30.000
W. Cyprien,cm,16,0.31,0.50,3.44,0.50,1.06,14.56,56.439
H. Bedimo,rb,3,0.00,0.00,1.00,0.00,0.00,0.00,30.000
R. Berič,st,15,0.07,0.33,5.80,1.20,0.53,10.48,61.112
J. Koundé,lb,18,0.72,3.94,1.39,2.50,0.39,20.39,69.834
P. Baysse,rcb,23,0.09,1.57,0.96,0.65,0.35,19.24,49.919
S. Mendoza,st,13,1.00,0.46,10.08,2.08,1.85,11.53,75.970
P. Oniangué,lcm,14,0.29,1.00,3.07,1.07,0.86,15.31,58.386
T. Stavitski,lam,9,1.22,0.67,4.44,2.00,0.44,16.39,67.828
Y. N'Gbakoto,st,16,0.00,0.44,3.12,1.62,0.19,15.00,52.095
T. Giresse,lam,3,0.00,0.00,0.00,0.33,1.00,8.05,30.000
Y. M'Vila,rcm,17,0.06,1.18,1.94,1.12,0.88,15.62,52.981
E. Massouema,cm,6,0.00,0.17,2.17,0.83,1.00,11.54,43.886
Q. Beunardeau,gk,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
F. Boulaya,cam,7,0.71,0.86,3.00,1.43,0.57,17.21,61.336
Pablo,rcb,15,0.20,1.13,0.67,0.53,0.67,19.08,46.924
R. Coly,rb,7,1.71,1.86,6.86,4.29,0.14,16.84,77.257
P. Ntep,ram,18,0.50,0.56,5.72,1.22,1.11,18.51,66.438
R. Perraud,lb,1,0.00,0.00,0.00,0.00,1.00,0.00,30.000
E. Zelazny,gk,17,0.00,1.59,0.00,0.00,0.18,35.85,46.023
K. Dabila,lcb,12,0.17,0.58,1.33,0.58,0.17,14.01,42.532
N. Subotić,rcb,19,0.00,1.37,0.84,0.84,0.47,17.43,46.946
Gabriel,rcb,1,0.00,3.00,2.00,1.00,0.00,19.38,61.446
M. Debuchy,lb,15,0.47,1.33,3.47,3.00,0.40,14.42,64.424
L. Diarra,cm,10,0.40,0.60,6.80,0.80,0.30,13.89,66.543
S. Sy,gk,3,0.00,0.33,0.00,0.00,0.00,20.12,30.000
M. Braithwaite,st,18,0.33,0.44,5.11,0.78,1.33,12.08,62.322
