Player,PrimaryPosition,Games,pass_acc,through_acc,freekick_acc,assists_pg,avg_pg,consistency,turnover_rate,Rating
C. Kouyaté,lcm,36,0.823,0.375,0.571,0.056,24.972,0.872,0.177,80.50
M. Antonio,lw,21,0.651,0.143,0.485,0.190,18.667,0.787,0.349,74.64
João Mário,cam,38,0.859,0.304,0.389,0.342,31.263,0.894,0.141,84.30
W. Hoedt,rb,28,0.839,0.250,0.000,0.000,44.571,0.900,0.161,82.46
M. Lemina,cm,25,0.877,0.154,0.111,0.040,38.920,0.893,0.123,83.02
P. Højbjerg,cm,23,0.891,0.500,0.889,0.130,46.261,0.926,0.109,85.83
A. McCarthy,gk,18,0.800,0.000,0.000,0.000,12.222,0.806,0.200,77.15
S. Long,st,34,0.719,0.333,0.400,0.235,11.206,0.783,0.281,75.40
J. Hugill,rw,2,0.600,0.000,0.000,0.000,2.500,0.000,0.400,77.66
J. Cullen,lcm,2,0.500,0.000,0.000,0.000,1.000,0.000,0.500,77.11
T. Mings,rb,4,0.804,0.000,1.000,0.250,28.000,0.332,0.196,79.57
D. Gosling,cm,27,0.809,0.091,0.500,0.000,36.259,0.771,0.191,80.05
B. Mendy,rb,8,0.792,0.500,0.412,0.500,31.250,0.900,0.208,81.38
M. Bešić,cdm,1,0.957,0.000,0.000,0.000,23.000,1.000,0.043,80.32
A. Lennon,lam,29,0.732,0.250,0.444,0.069,17.138,0.748,0.268,75.64
S. Clucas,rcm,29,0.847,0.000,0.545,0.034,26.310,0.828,0.153,80.47
M. van der Hoorn,lb,24,0.807,0.182,0.500,0.000,34.542,0.867,0.193,80.34
M. Kelly,lb,15,0.793,0.000,0.000,0.067,22.267,0.863,0.207,78.60
Lee Chung-Yong,cam,6,0.750,0.000,0.000,0.000,12.000,0.784,0.250,77.90
Y. Cabaye,cm,32,0.841,0.303,0.231,0.219,40.188,0.927,0.159,83.80
Àngel Rangel,lb,4,0.865,0.000,0.500,0.000,24.000,0.907,0.135,80.26
A. Sánchez,rw,31,0.759,0.244,0.511,1.000,45.742,0.921,0.241,86.24
L. Koscielny,cb,32,0.917,0.083,0.250,0.125,62.344,0.941,0.083,88.44
L. Karius,gk,19,0.895,0.000,0.000,0.000,23.947,0.902,0.105,81.22
F. Coquelin,cm,16,0.873,0.000,0.000,0.000,24.188,0.700,0.127,79.89
M. Grujić,rcm,3,0.857,0.000,0.000,0.000,4.667,0.801,0.143,79.43
A. King,cm,25,0.852,0.250,0.533,0.080,24.560,0.857,0.148,81.13
J. Collins,cb,14,0.805,0.000,0.000,0.000,30.000,0.884,0.195,79.38
M. Lanzini,ram,27,0.872,0.333,0.389,0.185,43.630,0.930,0.128,84.98
A. Mitrović,st,9,0.713,0.000,1.000,0.000,10.444,0.781,0.287,76.86
C. Wood,st,24,0.714,0.000,0.000,0.167,14.000,0.835,0.286,75.24
A. Westwood,cm,17,0.820,0.200,0.364,0.176,35.353,0.603,0.180,80.44
D. Sánchez,cb,35,0.905,0.333,0.333,0.000,57.257,0.874,0.095,87.04
C. Cathcart,cb,11,0.816,0.250,0.000,0.000,22.727,0.877,0.184,79.39
L. Rosenior,lb,3,0.746,0.000,0.000,0.000,23.667,0.958,0.254,79.28
A. Carrillo,lam,31,0.784,0.200,0.431,0.452,26.548,0.861,0.216,81.13
J. Izquierdo,rw,32,0.803,0.250,0.471,0.219,17.125,0.855,0.197,79.36
T. Deeney,rw,28,0.670,0.241,0.667,0.107,14.286,0.772,0.330,73.80
J. Morrison,cam,4,0.889,0.000,0.000,0.000,22.500,0.937,0.111,80.36
O. Burke,lam,14,0.786,0.000,0.600,0.000,10.000,0.765,0.214,77.22
G. Krychowiak,cm,35,0.839,0.172,0.600,0.143,34.829,0.825,0.161,82.32
J. Evans,cb,32,0.848,0.167,0.857,0.031,32.500,0.879,0.152,82.10
K. Gibbs,rb,33,0.770,0.071,0.418,0.182,32.212,0.864,0.230,79.57
N. Pope,gk,35,0.755,0.250,0.000,0.029,17.829,0.820,0.245,75.93
L. Lumeka,rw,1,0.636,0.000,0.500,0.000,11.000,1.000,0.364,79.37
N. Vlašić,lam,12,0.757,0.000,0.286,0.250,16.833,0.833,0.243,78.31
D. Zappacosta,lb,23,0.785,0.000,0.551,0.217,23.696,0.782,0.215,79.01
E. Hazard,rw,45,0.852,0.435,0.586,0.600,41.044,0.927,0.148,87.95
C. Bravo,gk,3,0.922,0.000,0.000,0.000,17.000,0.936,0.078,80.38
E. Mangala,rb,12,0.924,0.333,0.000,0.000,32.833,0.846,0.076,82.41
A. Mariappa,cb,28,0.823,0.667,0.500,0.071,33.357,0.913,0.177,82.13
K. Wimmer,rb,18,0.822,0.000,0.000,0.000,27.222,0.798,0.178,79.17
M. Darmian,cb,9,0.818,0.000,0.500,0.000,26.889,0.602,0.182,79.10
Jesús Gámez,rb,2,0.800,0.000,0.400,0.500,27.500,0.925,0.200,80.31
Renato Sanches,cam,18,0.838,0.067,0.188,0.056,33.278,0.895,0.162,81.01
W. Bony,lw,15,0.747,0.444,0.000,0.067,10.267,0.777,0.253,76.63
José Fonte,cb,16,0.855,0.000,0.500,0.000,42.750,0.912,0.145,82.18
A. Carroll,st,16,0.705,0.000,0.167,0.188,11.438,0.729,0.295,75.48
S. Malone,rb,21,0.720,0.000,0.100,0.095,24.286,0.694,0.280,75.92
A. Sabiri,cam,5,0.765,0.333,1.000,0.000,16.200,0.693,0.235,78.85
B. Sako,cam,16,0.685,0.250,0.583,0.188,7.938,0.505,0.315,74.43
B. Chilwell,rb,24,0.747,0.154,0.364,0.333,38.333,0.856,0.253,80.42
L. Depoitre,lw,30,0.723,0.500,0.000,0.033,10.967,0.635,0.277,73.80
J. Hogg,cdm,30,0.878,0.167,0.600,0.033,44.300,0.919,0.122,84.49
Philippe Coutinho,rw,37,0.857,0.287,0.636,0.568,48.054,0.909,0.143,88.06
A. Young,rb,34,0.795,0.357,0.447,0.235,45.265,0.884,0.205,83.09
D. Yedlin,lb,34,0.755,0.111,0.442,0.294,31.029,0.852,0.245,79.60
S. Aurier,lb,17,0.793,0.438,0.343,0.294,48.000,0.909,0.207,82.83
Fernando Llorente,st,16,0.800,0.000,0.000,0.000,4.688,0.820,0.200,76.69
İ. Gündoğan,cam,31,0.935,0.304,1.000,0.097,45.194,0.950,0.065,87.72
F. Hadergjonaj,lb,23,0.682,0.231,0.457,0.652,30.261,0.854,0.318,79.37
J. Stanislas,cam,19,0.790,0.417,0.250,0.263,25.842,0.888,0.210,80.40
O. Niasse,st,21,0.670,0.375,0.500,0.143,10.095,0.734,0.330,74.19
J. Kenny,lb,19,0.737,0.000,0.469,0.263,31.632,0.843,0.263,78.94
M. Sakho,rb,19,0.870,0.167,0.000,0.000,37.737,0.918,0.130,82.20
F. Delph,ram,26,0.939,0.250,0.400,0.077,66.615,0.953,0.061,89.12
C. Smalling,cb,33,0.912,0.000,0.000,0.000,38.515,0.896,0.088,84.00
G. Johnson,lb,8,0.681,0.250,0.500,0.250,23.500,0.724,0.319,77.89
I. Afellay,lcm,6,0.897,0.000,0.000,0.000,13.000,0.219,0.103,78.85
M. Wagué,lb,7,0.863,0.000,1.000,0.000,22.857,0.900,0.137,80.49
L. Cook,cm,28,0.829,0.292,0.588,0.179,42.286,0.898,0.171,83.38
Vicente Iborra,cm,19,0.845,0.200,1.000,0.053,43.158,0.921,0.155,83.04
G. Bong,rb,25,0.733,0.000,0.412,0.040,32.160,0.869,0.267,77.60
E. Schelotto,lb,20,0.765,0.333,0.316,0.200,23.150,0.694,0.235,78.27
D. Whitehead,cdm,4,0.932,0.000,0.000,0.000,11.000,0.719,0.068,80.09
D. Delaney,rb,2,0.868,0.000,0.000,0.000,19.000,0.894,0.132,80.00
F. Ladapo,st,1,0.500,0.000,0.000,0.000,8.000,1.000,0.500,78.93
V. van Dijk,cb,25,0.906,0.333,0.500,0.080,65.400,0.927,0.094,87.90
U. Hünemeier,cb,1,0.667,0.000,0.000,0.000,3.000,1.000,0.333,79.34
J. Speroni,gk,11,0.731,0.000,0.000,0.000,14.182,0.762,0.269,76.49
C. Musonda,ram,2,0.938,0.500,0.000,0.000,8.000,0.906,0.062,80.28
N. Chadli,cam,11,0.827,0.000,0.583,0.182,21.545,0.744,0.173,79.82
G. Myhill,gk,1,0.875,0.000,0.000,0.000,8.000,1.000,0.125,79.95
G. McAuley,cb,13,0.783,0.250,1.000,0.000,14.538,0.791,0.217,78.22
T. Edwards,lb,6,0.737,0.000,0.167,0.000,28.500,0.870,0.263,78.72
Y. Touré,cam,9,0.948,0.273,0.000,0.111,44.889,0.967,0.052,83.76
Sung-Yeung Ki,cm,27,0.893,0.300,0.200,0.037,32.185,0.928,0.107,83.30
N. Dyer,lam,24,0.794,0.167,0.368,0.083,22.292,0.858,0.206,78.85
P. Mertesacker,cb,6,0.940,0.000,0.000,0.000,38.833,0.970,0.060,82.00
A. Lookman,ram,18,0.812,0.500,0.500,0.333,14.778,0.794,0.188,80.14
J. Wilshere,cam,23,0.883,0.194,1.000,0.261,37.609,0.923,0.117,84.95
V. Lindelöf,cb,22,0.910,0.500,0.000,0.045,43.227,0.902,0.090,84.75
C. Wilson,st,28,0.730,0.429,0.500,0.107,12.821,0.798,0.270,75.88
D. Drinkwater,cm,12,0.875,0.417,1.000,0.083,31.250,0.860,0.125,82.20
B. Baningime,lcm,8,0.821,0.000,0.000,0.000,10.500,0.794,0.179,78.50
W. Hughes,lam,15,0.803,0.357,0.667,0.067,26.400,0.881,0.197,80.08
C. Adam,rcm,11,0.649,0.182,0.444,0.273,22.818,0.410,0.351,75.79
O. Karnezis,gk,15,0.787,0.000,0.000,0.000,13.467,0.828,0.213,77.29
M. Cranie,cb,3,0.849,0.000,0.000,0.000,28.667,0.715,0.151,79.92
D. Rose,rb,18,0.809,0.417,0.344,0.222,36.333,0.855,0.191,81.66
P. Gazzaniga,gk,1,0.800,0.000,0.000,0.000,15.000,1.000,0.200,79.81
L. Grant,gk,3,0.824,0.000,0.000,0.000,17.000,0.917,0.176,79.63
R. Aarons,cam,14,0.734,0.250,0.286,0.071,9.929,0.715,0.266,76.21
Z. Ibrahimović,st,8,0.800,0.125,0.500,0.000,20.625,0.850,0.200,79.17
M. Zeegelaar,rb,12,0.796,1.000,0.526,0.250,36.333,0.909,0.204,81.98
A. Lallana,cam,15,0.855,0.286,0.250,0.133,20.667,0.694,0.145,80.13
P. Bardsley,lb,13,0.755,0.000,0.682,0.385,32.077,0.897,0.245,80.33
E. Lamela,lam,25,0.831,0.316,0.167,0.120,17.080,0.801,0.169,79.41
H. Choudhury,cdm,8,0.855,0.250,0.000,0.000,20.625,0.585,0.145,79.34
M. Rojo,rb,12,0.894,0.333,1.000,0.083,42.417,0.873,0.106,83.42
K. Darlow,gk,10,0.810,0.000,0.000,0.000,17.900,0.877,0.190,78.76
J. Pied,lb,2,0.786,0.500,0.500,0.500,51.500,0.986,0.214,80.86
Adrián,gk,19,0.738,0.000,0.000,0.000,15.263,0.869,0.262,75.90
K. Long,cb,16,0.789,0.000,0.000,0.062,32.062,0.857,0.211,79.30
D. Ings,lw,8,0.733,0.400,0.500,0.125,9.375,0.780,0.267,77.82
L. Ulloa,rw,12,0.823,0.500,0.000,0.000,9.417,0.840,0.177,78.62
C. Taylor,rb,11,0.730,0.000,0.737,0.273,30.636,0.882,0.270,79.29
E. Ampadu,cb,1,1.000,0.000,0.000,0.000,18.000,1.000,0.000,80.38
O. Zinchenko,ram,11,0.922,0.333,0.143,0.182,65.091,0.924,0.078,85.48
A. Maitland-Niles,rcm,14,0.868,0.000,0.643,0.357,39.071,0.882,0.132,83.40
L. Shaw,rb,11,0.836,0.250,0.500,0.091,44.273,0.902,0.164,81.97
S. McTominay,lcm,12,0.890,0.333,0.000,0.000,28.083,0.859,0.110,81.37
B. Kayal,cm,18,0.830,0.200,0.750,0.056,12.389,0.690,0.170,78.54
P. Foden,ram,4,0.884,0.000,0.333,0.250,10.750,0.812,0.116,80.22
J. Tymon,rb,3,0.840,0.000,0.000,0.000,27.000,0.832,0.160,79.93
C. Goldson,lb,3,0.760,0.000,0.000,0.000,25.000,0.861,0.240,79.32
J. Sinclair,st,4,0.857,0.000,0.000,0.000,1.750,0.333,0.143,78.55
N. Wells,st,7,0.882,0.000,0.000,0.000,2.429,0.554,0.118,78.61
J. Simpson,rb,1,1.000,0.000,0.000,0.000,6.000,1.000,0.000,80.27
M. Targett,rb,2,0.753,0.250,1.000,0.000,40.500,0.924,0.247,80.01
J. Lolley,ram,5,0.739,0.000,0.200,0.200,13.800,0.852,0.261,78.68
H. Saivet,cdm,1,0.680,0.000,0.000,0.000,25.000,1.000,0.320,79.59
C. Chambers,cb,12,0.870,0.333,0.333,0.083,48.083,0.916,0.130,83.12
A. Dragović,lb,14,0.890,0.000,0.667,0.071,34.500,0.810,0.110,82.19
Y. Bolasie,ram,16,0.595,0.375,0.300,0.125,15.125,0.645,0.405,73.00
J. McCarthy,cm,8,0.811,0.000,0.500,0.000,22.500,0.893,0.189,79.46
J. Ngoy,rw,1,0.800,0.000,0.000,0.000,5.000,1.000,0.200,79.72
Adrien Silva,cam,20,0.882,0.500,0.667,0.200,36.350,0.789,0.118,83.80
G. N'Koudou,rw,8,0.793,0.000,0.500,0.000,10.250,0.783,0.207,78.20
A. Pritchard,cam,14,0.749,0.263,0.444,0.571,24.214,0.818,0.251,80.16
T. Kongolo,rb,16,0.763,0.000,0.222,0.062,26.625,0.825,0.237,78.17
S. Ireland,cm,4,0.821,0.000,0.000,0.000,16.750,0.728,0.179,79.24
M. Bauer,lb,15,0.657,0.286,0.393,0.667,21.400,0.757,0.343,77.86
C. Roberts,lb,4,0.769,1.000,0.333,0.000,35.750,0.903,0.231,80.16
C. Tosun,st,16,0.740,0.500,1.000,0.250,14.688,0.783,0.260,78.25
S. Baldock,rw,1,0.500,0.000,0.000,0.000,4.000,1.000,0.500,78.90
R. Nelson,lam,3,0.925,0.000,0.000,0.000,26.667,0.943,0.075,80.67
W. Caballero,gk,5,0.843,0.000,0.000,0.000,23.000,0.867,0.157,79.83
Brahim Diaz,ram,5,0.897,0.000,0.000,0.000,5.800,0.846,0.103,79.69
M. Vorm,gk,1,0.917,0.000,0.000,0.000,12.000,1.000,0.083,80.10
M. Obafemi,st,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
S. Byram,lb,5,0.663,0.500,0.667,0.200,17.200,0.688,0.337,78.09
R. Oxford,lb,7,0.781,0.000,0.333,0.000,32.571,0.854,0.219,79.46
R. Barkley,lam,2,0.784,0.000,0.000,0.500,25.500,0.873,0.216,80.10
C. Hudson-Odoi,ram,2,0.706,1.000,0.500,0.000,8.500,0.943,0.294,79.31
S. Coleman,lb,16,0.737,0.222,0.455,0.125,30.188,0.888,0.263,78.73
F. Diabaté,rw,14,0.829,0.333,0.750,0.214,15.857,0.894,0.171,80.44
Kenedy,ram,13,0.804,0.167,0.588,0.308,27.462,0.893,0.196,80.87
G. Carrillo,st,18,0.771,0.500,0.000,0.000,8.722,0.678,0.229,76.17
A. Laporte,rb,28,0.894,0.312,0.455,0.179,60.786,0.919,0.106,87.76
Deulofeu,lw,17,0.790,0.111,0.545,0.294,24.412,0.821,0.210,79.96
B. N'Diaye,rcm,14,0.797,0.250,0.500,0.071,25.357,0.888,0.203,79.68
K. Stafylidis,rb,7,0.755,0.000,0.250,0.000,15.143,0.809,0.245,78.03
P. Aubameyang,st,29,0.733,0.200,0.312,0.241,20.690,0.881,0.267,77.51
D. Ospina,gk,9,0.865,0.000,0.000,0.000,17.222,0.894,0.135,79.80
A. Sørloth,rw,4,0.624,0.500,0.333,0.250,21.250,0.769,0.376,78.28
M. Dúbravka,gk,12,0.872,0.000,0.000,0.000,16.250,0.853,0.128,79.72
M. Carrick,cm,2,0.865,0.625,0.000,0.000,48.000,0.906,0.135,80.67
D. Lukebakio,lam,1,1.000,0.000,0.000,0.000,7.000,1.000,0.000,80.28
J. Locadia,lw,6,0.689,0.500,0.000,0.000,7.500,0.441,0.311,76.57
J. Sims,lam,5,0.875,0.000,0.500,0.200,11.200,0.898,0.125,80.28
A. Wan-Bissaka,lb,7,0.730,0.000,0.417,0.286,32.286,0.688,0.270,79.08
Lucas Moura,lw,11,0.852,0.500,0.500,0.182,12.909,0.883,0.148,80.52
T. Campbell,lw,4,0.529,0.000,0.000,0.000,4.250,0.501,0.471,75.76
P. Evra,rb,15,0.800,0.143,0.600,0.200,35.067,0.861,0.200,80.96
E. Nketiah,lw,2,0.857,0.000,0.000,0.000,3.500,0.798,0.143,79.58
Emerson,rb,5,0.846,0.000,0.385,0.000,31.200,0.919,0.154,80.39
K. Mavropanos,cb,3,0.880,0.000,0.000,0.000,33.333,0.938,0.120,80.51
E. Jakupovic,gk,2,0.781,0.000,0.000,0.000,16.000,0.810,0.219,79.43
L. Nmecha,st,2,1.000,0.000,0.000,0.000,2.000,1.000,0.000,80.44
J. Bednarek,cb,8,0.876,0.000,0.000,0.000,42.250,0.932,0.124,81.55
N. Clyne,lb,4,0.819,1.000,0.429,0.500,38.750,0.919,0.181,81.57
B. Hamer,gk,4,0.833,0.000,0.000,0.000,13.500,0.845,0.167,79.41
J. Willock,rcm,2,0.857,0.500,0.000,0.000,17.500,0.943,0.143,80.07
Ramiro Funes Mori,rb,4,0.827,0.000,0.000,0.000,13.000,0.903,0.173,79.41
H. Barnes,ram,2,0.833,0.000,0.000,0.000,3.000,0.798,0.167,79.45
Y. Benalouane,lb,2,0.659,0.000,0.000,0.000,20.500,0.899,0.341,78.94
E. Hyndman,cm,1,0.913,0.000,0.000,1.000,23.000,1.000,0.087,80.65
D. McNeil,ram,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
P. Souaré,rb,1,1.000,0.000,0.000,0.000,9.000,1.000,0.000,80.30
B. Woodburn,lw,1,0.857,0.000,0.000,0.000,7.000,1.000,0.143,79.89
S. Romero,gk,1,0.667,0.000,0.000,0.000,12.000,1.000,0.333,79.42
M. Haïdara,rb,1,1.000,0.000,0.000,0.000,2.000,1.000,0.000,80.23
L. Sørensen,cdm,1,0.786,0.000,0.000,0.000,56.000,1.000,0.214,80.17
A. Griezmann,st,46,0.816,0.355,0.333,0.326,31.283,0.893,0.184,82.77
C. Săpunaru,lb,3,0.782,0.000,0.000,0.000,26.000,0.910,0.218,79.56
C. Tătărușanu,gk,40,0.849,0.000,0.000,0.000,16.425,0.859,0.151,78.71
R. Raț,rb,2,0.688,0.000,0.750,0.000,32.000,0.942,0.312,79.44
D. Grigore,rb,3,0.846,0.000,0.000,0.000,34.667,0.853,0.154,80.20
O. Hoban,cam,3,0.837,0.000,0.000,0.000,32.667,0.889,0.163,80.12
M. Pintilii,cm,2,0.732,0.000,0.000,0.000,28.000,0.848,0.268,79.43
V. Chiricheș,cb,10,0.927,0.000,0.000,0.000,65.700,0.976,0.073,84.49
B. Sagna,lb,20,0.897,0.400,0.552,0.250,48.200,0.949,0.103,86.11
A. Rami,lb,37,0.892,0.158,0.250,0.081,52.973,0.941,0.108,86.60
B. Stancu,rw,3,0.738,0.000,0.000,0.333,21.667,0.895,0.262,79.51
N. Stanciu,cam,2,0.730,0.200,0.500,1.000,37.000,0.990,0.270,80.66
D. Payet,cam,38,0.798,0.383,0.524,1.132,44.500,0.918,0.202,89.08
B. Matuidi,ram,46,0.914,0.278,0.259,0.152,39.630,0.908,0.086,86.56
F. Andone,rw,30,0.665,0.250,0.250,0.100,9.367,0.763,0.335,72.43
A. Popa,lam,2,0.750,0.000,0.000,0.000,16.000,0.648,0.250,79.15
K. Coman,rw,27,0.826,0.235,0.561,0.519,26.407,0.887,0.174,83.07
D. Alibec,rw,2,0.727,0.000,0.000,0.000,11.000,0.917,0.273,79.13
A. Chipciu,ram,2,0.714,0.000,0.250,0.000,21.000,0.808,0.286,79.21
G. Torje,lam,3,0.762,0.000,0.600,0.000,14.000,0.918,0.238,79.21
T. Xhaka,cam,2,1.000,0.000,0.000,0.000,18.500,1.000,0.000,80.74
A. Sadiku,st,9,0.728,0.600,0.000,0.000,11.444,0.784,0.272,77.26
L. Cana,cb,2,0.812,0.000,0.000,0.000,8.000,0.843,0.188,79.47
B. Kukeli,cdm,2,0.898,0.000,0.000,0.000,49.000,0.980,0.102,80.77
J. Djourou,cb,5,0.920,0.000,0.000,0.000,62.200,0.972,0.080,82.46
F. Schär,cb,32,0.845,0.281,0.500,0.094,41.188,0.899,0.155,83.42
R. Rodríguez,rb,42,0.867,0.533,0.409,0.286,52.786,0.926,0.133,87.95
Y. Sommer,gk,38,0.879,0.000,0.000,0.000,27.921,0.924,0.121,81.72
V. Behrami,cdm,28,0.899,0.091,0.000,0.000,33.000,0.854,0.101,82.62
H. Seferović,st,6,0.693,0.143,0.333,0.333,14.667,0.708,0.307,78.07
A. Mehmedi,lw,21,0.810,0.308,0.464,0.333,27.286,0.829,0.190,81.25
B. Džemaili,cam,23,0.802,0.310,0.500,0.261,28.696,0.830,0.198,80.88
S. Lichtsteiner,lb,34,0.811,0.250,0.393,0.206,38.441,0.813,0.189,82.01
E. Hysaj,lb,38,0.866,0.233,0.320,0.263,62.658,0.918,0.134,88.17
A. Abrashi,cm,15,0.815,0.200,0.600,0.200,28.533,0.793,0.185,80.59
O. Roshi,lam,3,0.647,0.000,1.000,0.333,11.333,0.699,0.353,78.55
E. Berisha,gk,34,0.855,0.000,0.000,0.000,15.412,0.887,0.145,78.99
M. Mavraj,cb,20,0.828,0.500,0.667,0.000,38.300,0.847,0.172,81.75
A. Agolli,rb,3,0.744,0.000,0.000,0.000,39.000,0.839,0.256,79.54
E. Lenjani,rb,3,0.756,0.000,0.333,0.000,15.000,0.950,0.244,79.17
B. Embolo,lw,29,0.777,0.273,0.667,0.103,9.759,0.706,0.223,76.49
E. Kaçe,cm,1,0.938,0.000,0.000,0.000,16.000,1.000,0.062,80.20
F. Frei,cm,12,0.830,0.143,0.000,0.083,34.333,0.852,0.170,80.65
S. Cikalleshi,rw,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
S. Gashi,lam,1,0.667,0.000,0.000,0.000,3.000,1.000,0.333,79.34
G. Fernandes,cm,22,0.848,0.000,0.000,0.000,16.455,0.756,0.152,78.52
A. Prepeliță,cm,2,0.877,0.000,0.000,0.000,28.500,0.857,0.123,80.19
C. Keșerü,rw,1,0.700,0.000,0.000,0.000,10.000,1.000,0.300,79.49
S. Filip,rb,1,0.647,0.000,1.000,1.000,17.000,1.000,0.353,79.94
M. Lang,lb,5,0.815,0.000,0.667,0.000,13.000,0.385,0.185,78.52
S. Tarashaj,rw,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
A. Ajeti,cb,22,0.832,0.500,0.000,0.000,18.909,0.711,0.168,78.81
A. Lila,lam,2,0.837,0.000,0.000,0.500,21.500,0.830,0.163,80.26
L. Memushaj,cm,19,0.824,0.393,0.308,0.211,35.000,0.876,0.176,81.97
A. Gignac,st,6,0.800,0.000,0.000,0.000,6.667,0.816,0.200,78.37
F. Veseli,lb,1,1.000,0.000,0.000,0.000,4.000,1.000,0.000,80.25
M. Basha,cdm,1,0.900,0.000,0.000,0.000,20.000,1.000,0.100,80.13
A. Mățel,rb,1,0.913,0.000,0.000,0.000,46.000,1.000,0.087,80.42
L. Sânmărtean,ram,1,0.811,0.000,0.000,1.000,37.000,1.000,0.189,80.51
B. Balaj,lw,1,0.833,0.000,0.000,0.000,6.000,1.000,0.167,79.82
M. Ďuriš,lw,3,0.900,0.000,0.000,0.000,6.667,0.909,0.100,79.92
M. Hamšík,ram,42,0.893,0.258,0.391,0.333,64.095,0.926,0.107,90.31
M. Škrtel,lb,4,0.913,0.000,0.000,0.000,43.250,0.956,0.087,81.32
J. Ďurica,rb,4,0.861,0.000,0.000,0.000,39.500,0.954,0.139,80.70
M. Kozáčik,gk,4,0.762,0.000,0.000,0.000,15.750,0.824,0.238,78.78
J. Williams,cam,3,0.780,0.000,0.667,0.000,13.667,0.855,0.220,79.28
D. Edwards,cdm,3,0.907,0.000,0.000,0.000,14.333,0.911,0.093,80.17
J. Chester,cb,6,0.908,0.000,0.000,0.000,50.833,0.915,0.092,82.05
G. Bale,lw,32,0.797,0.409,0.386,0.938,28.844,0.848,0.203,84.98
P. Pekarík,lb,21,0.813,0.500,0.550,0.333,34.952,0.860,0.187,82.61
P. Hrošovský,lcm,2,0.914,0.000,1.000,0.000,29.000,0.933,0.086,80.57
N. Taylor,rb,6,0.774,0.000,0.500,0.500,26.500,0.815,0.226,80.21
R. Mak,lw,3,0.866,0.000,0.000,0.000,27.333,0.992,0.134,80.30
V. Weiss,rw,4,0.756,0.500,0.000,0.000,21.500,0.932,0.244,79.28
J. Kucka,lcm,4,0.799,0.000,0.000,0.250,37.250,0.934,0.201,80.40
D. Švento,rb,3,0.711,0.000,1.000,0.333,12.667,0.776,0.289,79.13
C. Gunter,lb,6,0.811,0.000,0.500,0.000,38.000,0.804,0.189,80.14
D. Ward,gk,1,0.800,0.000,0.000,0.000,15.000,1.000,0.200,79.81
O. Duda,cam,20,0.846,0.125,0.250,0.100,17.200,0.888,0.154,79.95
A. Nemec,st,2,0.600,0.000,0.000,0.000,7.500,0.394,0.400,78.03
J. Ledley,rcm,6,0.910,1.000,0.000,0.000,27.667,0.909,0.090,81.58
M. Stoch,ram,1,0.889,0.000,0.000,0.000,9.000,1.000,0.111,80.00
A. Golovin,cam,7,0.794,0.000,0.333,0.000,27.714,0.911,0.206,79.51
S. Ignashevich,cb,8,0.858,0.000,0.500,0.000,40.500,0.924,0.142,81.35
I. Akinfeev,gk,8,0.770,0.000,0.000,0.000,15.750,0.805,0.230,78.00
G. Shchennikov,rb,2,0.821,0.000,0.800,0.000,39.000,0.859,0.179,80.20
R. Neustädter,cb,2,0.899,0.000,0.000,0.000,34.500,0.993,0.101,80.51
A. Dzyuba,st,8,0.768,1.000,0.000,0.250,14.000,0.869,0.232,79.45
A. Kokorin,lw,3,0.780,0.000,0.200,0.333,27.333,0.967,0.220,80.09
O. Shatov,cam,2,0.840,0.000,0.500,0.000,40.500,0.948,0.160,80.35
I. Smolnikov,lb,4,0.823,0.000,0.364,0.500,35.250,0.916,0.177,81.02
V. Berezutski,cb,3,0.930,0.000,0.000,0.000,67.000,0.946,0.070,81.78
F. Smolov,rw,8,0.766,0.333,0.571,0.125,15.500,0.878,0.234,78.91
R. Shirokov,cam,3,0.680,0.000,0.000,0.000,8.333,0.134,0.320,77.52
D. Glushakov,cam,3,0.878,0.000,0.000,0.000,30.000,0.906,0.122,80.37
P. Mamaev,cam,3,0.885,0.333,1.000,0.333,37.667,0.795,0.115,81.23
T. Hubočan,rb,3,0.808,0.000,0.000,0.000,24.333,0.954,0.192,79.75
V. Pečovský,cdm,2,0.905,0.000,0.000,0.000,21.000,0.901,0.095,80.23
N. Gyömbér,rb,2,0.879,0.000,0.000,0.000,16.500,0.922,0.121,80.02
D. Kombarov,rb,1,0.769,0.000,0.000,0.000,52.000,1.000,0.231,80.09
A. Berezutski,cb,1,0.958,0.000,0.000,0.000,24.000,1.000,0.042,80.33
A. Samedov,lam,6,0.865,0.500,0.833,0.000,23.500,0.870,0.135,80.70
S. Church,rw,2,1.000,0.000,0.000,0.000,3.000,1.000,0.000,80.46
C. Baird,cb,1,0.800,0.000,0.000,0.000,20.000,1.000,0.200,79.86
Ł. Piszczek,lb,30,0.815,0.500,0.333,0.300,53.333,0.921,0.185,85.28
A. Milik,st,21,0.799,0.364,0.333,0.143,13.048,0.800,0.201,78.40
W. Szczęsny,gk,20,0.902,0.000,0.000,0.000,17.900,0.937,0.098,81.00
J. Błaszczykowski,lam,15,0.801,0.000,0.385,0.400,24.067,0.856,0.199,80.50
